"","MF","MW","Ncharges","C","I","N","O","S","Br","Cl","F","H","P","Na","K","RNH2","R2NH","R3N","ROPO3","ROH","RCHO","RCOR","RCOOH","RCOOR","ROR","RCCH","RCN","RINGS","AROMATIC","TPSA","logP"
"CMP19688","C17HClNO2",286.64834,0,17,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,1,30.49,4.8752
"CMP19689","C27FN3O2",417.3062032,0,27,0,3,2,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,4,3,44.81,5.2633
"CMP19690","C14HClNO",234.61684,0,14,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,21.26,3.7105
"CMP19691","C19BrN2O4S",432.1833,0,19,0,2,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,3,3,112.66,4.5449
"CMP19692","C18ClNO3S",345.7155,0,18,0,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,4,87.55,4.9864
"CMP19693","C20N4O4",360.2384,2,20,0,4,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,3,2,90.63,3.5967
"CMP19694","C12Cl2N2O2S",307.1116,0,12,0,2,2,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,2,86.36,4.1771
"CMP19695","C17FNO3",285.1852032,0,17,0,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,4,2,47.56,3.209
"CMP19696","C16N4O3",296.1962,2,16,0,4,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,1,81.4,2.9303
"CMP19697","C17N2O2S",296.2591,0,17,0,2,2,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,2,2,93.45,3.8537
"CMP19698","C18HClNO2",298.65904,0,18,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,30.49,4.7427
"CMP19699","C20FN5O3",377.2441032,2,20,0,5,3,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,2,93.43,4.0577
"CMP19700","C14Cl2NO2S",317.1263,0,14,0,1,2,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,70.48,5.122
"CMP19701","C18N4O2S",336.2832,0,18,0,4,2,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,1,96.77,2.681
"CMP19702","C22HClN2O3",376.70794,0,22,0,2,3,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3,2,59.59,5.2523
"CMP19703","C13HBrClNO2",318.50954,0,13,0,1,2,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,1,30.49,3.9192
"CMP19704","C17HCl2NO3",338.10074,0,17,0,1,3,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,2,2,50.72,4.2024
"CMP19705","C17HCl2NO",306.10194,0,17,0,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,21.26,5.3875
"CMP19706","C19HClNOS",326.73534,0,19,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,49.5,5.8098
"CMP19707","C16HCl2F2NO2S",380.1524464,0,16,0,1,2,1,0,2,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,66.57,6.1348
"CMP19708","C17BrNO3",346.0908,0,17,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,47.56,4.4901
"CMP19709","C19ClNO2",309.6618,0,19,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,1,38.33,4.9666
"CMP19710","C24N4O4",408.2812,2,24,0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,4,2,81.84,4.5373
"CMP19711","C27N2O5",432.2993,0,27,0,2,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,4,4,97.64,5.4614
"CMP19712","C18N2OS",292.2704,0,18,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,0,64.43,3.8087
"CMP19713","C11HClN2S",228.65704,0,11,0,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,53.16,3.6258
"CMP19714","C29N3O2",422.3292,0,29,0,3,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,7,2,52.65,5.2699
"CMP19715","C13HClNO",222.60614,0,13,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,32.26,2.5915
"CMP19716","C16N3S",266.2563,0,16,0,3,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,3,56.4,4.0474
"CMP19717","C17N2O2S",296.2591,0,17,0,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,2,73.66,3.2285
"CMP19718","C16Cl2N2OS",339.155,0,16,0,2,1,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,73.22,4.9031
"CMP19719","C17HNO3",267.19474,0,17,0,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,2,58.56,3.6347
"CMP19720","C15HCl2NO3S",346.14434,0,15,0,1,3,1,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,2,2,78.96,4.2639
"CMP19721","C18N2O3",292.2042,0,18,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,2,2,70.59,3.8975
"CMP19722","C17HN5",275.22334,0,17,0,5,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,65.63,3.4833
"CMP19723","C17Cl3NO3S",404.6108,0,17,0,1,3,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,3,3,75.8,6.204
"CMP19724","C16HClNO3",290.63704,0,16,0,1,3,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,1,1,50.72,3.7035
"CMP19725","C12HBrClNO",290.49944,0,12,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,21.26,3.9106
"CMP19726","C16HClFN5",317.6640432,0,16,0,5,0,0,0,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,65.63,3.9674
"CMP19727","C21N4O2",340.2503,2,21,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,76.53,5.0918
"CMP19728","C26N2O2",372.2904,0,26,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,2,58.2,5.9383
"CMP19729","C23N2O3",352.2577,0,23,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,5,1,67.43,4.9807
"CMP19730","C15HCl2NO",282.08054,0,15,0,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,21.26,5.1299
"CMP19731","C19N4O3",332.2283,2,19,0,4,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,2,81.4,3.1269
"CMP19732","C12HCl3NO",281.50144,0,12,0,1,1,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,21.26,4.4549
"CMP19733","C13NO4",234.1434,0,13,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,1,66.84,1.0662
"CMP19734","C17ClN2O2S",331.7121,0,17,0,2,2,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,2,82.45,4.1766
"CMP19735","C22FN3OS",373.3183032,0,22,0,3,1,1,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,3,63.82,4.5376
"CMP19736","C21Cl2N2O3S",431.2073,0,21,0,2,3,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,3,95.67,6.7437
"CMP19737","C13HN4O2",245.17264,0,13,0,4,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,72.06,2.0632
"CMP19738","C21Cl2N2O3S",431.2073,0,21,0,2,3,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,4,99.58,6.7601
"CMP19739","C14HCl2NO2",286.06924,0,14,0,1,2,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,41.49,3.9582
"CMP19740","C19Cl2NO5S",425.178,0,19,0,1,5,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,3,109.94,5.1066
"CMP19741","C17N2OS",280.2597,0,17,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,73.22,3.823
"CMP19742","C25N2O4",392.2785,0,25,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,4,4,80.57,5.6058
"CMP19743","C17IN2OS",407.16417,0,17,1,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,73.22,4.8071
"CMP19744","C20N4O3",344.239,2,20,0,4,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,2,81.4,3.8965
"CMP19745","C27N3O3",414.3072,0,27,0,3,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,4,3,61.88,4.3592
"CMP19746","C14HBrClNO2",330.52024,0,14,0,1,2,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,41.49,4.0673
"CMP19747","C20NO6",350.2171,0,20,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,5,0,0,4,2,75.25,3.0957
"CMP19748","C20N4O3",344.239,2,20,0,4,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,2,81.4,3.7604
"CMP19749","C14HClN2O2S",296.68794,0,14,0,2,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,71.62,4.055
"CMP19750","C20N4O",312.2402,0,20,0,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,2,64.15,3.9128
"CMP19751","C20N2OS",316.2918,0,20,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,1,73.22,4.5656
"CMP19752","C23N3O",334.2656,0,23,0,3,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,6,1,35.58,4.0593
"CMP19753","C24N3O2",362.2757,0,24,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,7,3,68.02,5.5078
"CMP19754","C21BrN2O2",392.1409,0,21,0,2,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,51.22,5.0772
"CMP19755","C14HClNO2S",282.68124,0,14,0,1,2,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,58.73,4.248
"CMP19756","C16HCl2N5",334.11864,0,16,0,5,0,0,0,2,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,65.63,4.4817
"CMP19757","C27NO6",434.292,0,27,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,0,4,3,74.3,4.0019
"CMP19758","C17BrNO4",362.0902,0,17,0,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,2,56.79,3.8626
"CMP19759","C17HN3O2",279.20874,0,17,0,3,2,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,3,2,69.91,3.1061
"CMP19760","C19HBrN3O3",399.13354,0,19,0,3,3,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,3,2,79.14,4.2673
"CMP19761","C14NO3S",262.2197,0,14,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,3,3,87.55,3.1798
"CMP19762","C20HClNO2",322.68044,0,20,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,3,41.49,5.3097
"CMP19763","C18F2NO",284.1955064,0,18,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,3,29.1,4.0656
"CMP19764","C20NO2",286.2195,0,20,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,5,1,46.17,4.5072
"CMP19765","C13HN2OS",233.22484,0,13,0,2,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,62.39,3.393
"CMP19766","C20NO5",334.2177,0,20,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,3,2,66.02,3.7232
"CMP19767","C16N3O4",298.1889,0,16,0,3,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,0,0,2,1,71.11,0.5002
"CMP19768","C18F2NO",284.1955064,0,18,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,33.12,3.644
"CMP19769","C21N4O3",356.2497,2,21,0,4,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,2,81.4,4.1505
"CMP19770","C22N4O3",368.2604,2,22,0,4,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,72.61,4.0569
"CMP19771","C12HCl2NO2",262.04784,0,12,0,1,2,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,41.49,3.1796
"CMP19772","C17HClFNO3",321.6461432,0,17,0,1,3,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,2,2,50.72,3.6881
"CMP19773","C12HCl2FNO",265.0468432,0,12,0,1,1,0,0,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,21.26,3.9406
"CMP19774","C16HClFNO2",293.6360432,0,16,0,1,2,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,2,41.49,3.6795
"CMP19775","C20HN5",311.25544,0,20,0,5,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,65.63,4.3281
"CMP19776","C17HNO3",267.19474,0,17,0,1,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2,2,58.56,3.6347
"CMP19777","C23BrN2O3",432.1617,0,23,0,2,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,3,67.43,5.3456
"CMP19778","C13N3O3",246.1574,2,13,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,1,71.18,2.5678
"CMP19779","C21ClN3O3",377.696,0,21,0,3,3,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,3,2,61.88,3.492
"CMP19780","C22N2O5",372.2458,0,22,0,2,5,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,4,3,83.99,2.7369
"CMP19781","C9HBrClNO",254.46734,0,9,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,32.26,2.7239
"CMP19782","C16HCl2NO2",310.09064,0,16,0,1,2,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,2,41.49,4.1938
"CMP19783","C16Cl2N2O3S",371.1538,2,16,0,2,3,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,103.16,6.2732
"CMP19784","C20HClNO3",338.67984,0,20,0,1,3,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,2,39.72,4.7357
"CMP19785","C23N2O3",352.2577,0,23,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,6,2,71.34,5.2229
"CMP19786","C16HCl2FNO2",329.0890432,0,16,0,1,2,0,0,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,2,41.49,4.3329
"CMP19787","C25N4O4",420.2919,2,25,0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,4,2,81.84,4.9258
"CMP19788","C14HClNO2",250.61624,0,14,0,1,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,41.49,3.3048
"CMP19789","C19N2O4",320.2143,2,19,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,5,1,84.15,4.7446
"CMP19790","C18BrN2O4S",420.1726,0,18,0,2,4,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,3,2,100.91,4.128
"CMP19791","C15HClNOS",278.69254,0,15,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,49.5,4.7956
"CMP19792","C14HClN2O",248.62354,0,14,0,2,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,2,1,24.5,3.2141
"CMP19793","C26N5O5",462.3087,0,26,0,5,5,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,2,0,0,4,2,94.66,2.0689
"CMP19794","C22ClN4OS",403.7796,0,22,0,4,1,1,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,3,2,71.86,4.6225
"CMP19795","C23N4O3",380.2711,2,23,0,4,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,2,81.4,4.9227
"CMP19796","C20N3O3S",362.2973,0,20,0,3,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4,3,100.59,3.2443
"CMP19797","C15N4O2",268.1861,2,15,0,4,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2,1,73.12,3.4524
"CMP19798","C19N2O4S",352.2793,0,19,0,2,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,2,2,100.91,3.9199
"CMP19799","C21FN4S2",391.3799032,0,21,0,4,0,2,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,2,87.93,4.5131
"CMP19800","C18Cl2N2O2",347.1108,0,18,0,2,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,44.12,4.4808
"CMP19801","C19NO3",290.2082,0,19,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,4,2,47.56,3.6867
"CMP19802","C18N2O2S",308.2698,0,18,0,2,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,3,73.66,3.6186
"CMP19803","C18NO3S",310.2625,0,18,0,1,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,4,2,72.86,3.7918
"CMP19804","C15HBrN2O2S",353.14964,0,15,0,2,2,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,71.62,4.5542
"CMP19805","C16N3O4",298.1889,2,16,0,3,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,2,82.51,2.9847
"CMP19806","C20ClN5O3",393.6987,2,20,0,5,3,0,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,2,93.43,4.4903
"CMP19807","C25NO5",394.2712,0,25,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,5,3,66.02,4.6575
"CMP19808","C20N3O4S",378.2967,0,20,0,3,4,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,0,0,3,2,104.15,3.1961
"CMP19809","C24F2N4O4",446.2780064,0,24,0,4,4,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,2,81.24,1.5522
"CMP19810","C21BrN2O4S",456.2047,0,21,0,2,4,1,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,3,3,115.82,5.1091
"CMP19811","C20HCl2NO2",358.13344,0,20,0,1,2,0,0,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,3,2,41.49,5.347
"CMP19812","C22N2OS",340.3132,0,22,0,2,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,73.22,5.5611
"CMP19813","C16HBrCl2NO2",389.99464,0,16,0,1,2,0,1,2,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,2,2,41.49,4.9563
"CMP19814","C19FNO2S",325.2722032,0,19,0,1,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,2,74.41,4.2203
"CMP19815","C21N2O3S",360.3013,0,21,0,2,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,5,1,99.52,4.3566
"CMP19816","C25NO5",394.2712,0,25,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,4,3,66.02,4.9035
"CMP19817","C19Cl2N3O4S",437.192,0,19,0,3,4,1,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,3,3,119.83,3.9015
"CMP19818","C27N4O2S",444.3795,0,27,0,4,2,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,4,3,96.77,4.4799
"CMP19819","C20N3O4S",378.2967,2,20,0,3,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,5,1,128.27,5.01
"CMP19820","C19ClN2O2",323.6685,0,19,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,44.12,4.1358
"CMP19821","C16HCl2NO",294.09124,0,16,0,1,1,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,21.26,5.2214
"CMP19822","C16HN4O",265.20534,0,16,0,4,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,2,62.83,3.2078
"CMP19823","C14N2O2",228.162,0,14,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,3,3,61.28,3.6668
"CMP19824","C21ClN3O4",393.6954,0,21,0,3,4,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,3,2,78.95,3.8386
"CMP19825","C15HCl2NO2",298.07994,0,15,0,1,2,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,1,30.49,4.9944
"CMP19826","C19HClNOS",326.73534,0,19,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,49.5,5.8098
"CMP19827","C28N3O2",410.3185,0,28,0,3,2,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,4,3,52.65,5.409
"CMP19828","C18N2O",260.2054,0,18,0,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,3,2,24.5,3.5817
"CMP19829","C16HFN5",282.2110432,0,16,0,5,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,3,3,65.63,3.314
"CMP19830","C20ClN2O2",335.6792,0,20,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,44.12,4.5259
"CMP19831","C14HN2O2S",261.23494,0,14,0,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,71.62,3.4016
"CMP19832","C19N3O3",318.2216,2,19,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,69.37,3.7001
"CMP19833","C20HClN2O2",336.68714,0,20,0,2,2,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,3,2,33.73,4.4915
"CMP19834","C12N3O3S",266.2117,0,12,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,95.59,2.9353
"CMP19835","C8HN4S2",217.25034,0,8,0,4,0,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,107.14,2.2732
"CMP19836","C17N4O3S",340.2719,2,17,0,4,3,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,3,2,109.64,3.6496
"CMP19837","C14N4O2",256.1754,2,14,0,4,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,1,65.19,2.4209
"CMP19838","C20BrNO5",414.1217,0,20,0,1,5,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,4,2,66.02,4.2397
"CMP19839","C12HCl3N5O2",353.52764,0,12,0,5,2,0,0,3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,84.95,3.7156
"CMP19840","C20ClN2O2",335.6792,0,20,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,44.12,4.5259
"CMP19841","C17N3O3",294.2002,0,17,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,3,70.27,3.3192
"CMP19842","C19ClN2O2",323.6685,0,19,0,2,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,44.12,4.1358
"CMP19843","C14BrClNO3S",377.5767,0,14,0,1,3,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,3,2,94.64,3.7147
"CMP19844","C20N4O",312.2402,0,20,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,2,49.33,2.9682
"CMP19845","C20INO",397.12457,0,20,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,29.1,5.1348
"CMP19846","C29N3O3",438.3286,0,29,0,3,3,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,4,3,61.88,5.4645
"CMP19847","C15ClN2O5S",355.6889,0,15,0,2,5,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1,84.53,3.1581
"CMP19848","C23ClN3O3",401.7174,0,23,0,3,3,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,3,2,61.88,4.5156
"CMP19849","C20ClN2O4",367.678,0,20,0,2,4,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,2,76.66,4.415
"CMP19850","C15ClN2O3S",323.6901,0,15,0,2,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,69.57,4.4062
"CMP19851","C21BrN3O3S",454.212,0,21,0,3,3,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,3,2,94.92,4.1269
"CMP19852","C18Cl2N2O2",347.1108,0,18,0,2,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,3,44.12,4.5625
"CMP19853","C16N2O4S",316.2472,0,16,0,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,118.89,3.2632
