"","MF","MW","Ncharges","C","I","N","O","S","Br","Cl","F","H","P","Na","K","RNH2","R2NH","R3N","ROPO3","ROH","RCHO","RCOR","RCOOH","RCOOR","ROR","RCCH","RCN","RINGS","AROMATIC","TPSA","logP"
"CMP171","C17BrClFN2",366.5507032,0,17,0,2,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,6.48,4.5667
"CMP172","C9N2O3",184.1079,0,9,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,79.29,0.7339
"CMP173","C18N3O3",306.2109,0,18,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,2,85.16,3.0988
"CMP174","C15Cl2N3O",309.086,0,15,0,3,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,44.7,3.6483
"CMP175","C14ClN2",231.6162,0,14,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,6.48,2.8039
"CMP176","C23Cl2N2O2",407.1643,0,23,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,4,2,35.94,5.0086
"CMP177","C21N2O2",312.2369,0,21,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,2,24.94,3.2257
"CMP178","C12Cl2N2O",259.0472,0,12,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,34.89,3.4952
"CMP179","C16BrNO",302.0813,0,16,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,29.1,4.8978
"CMP180","C14NO",198.1559,0,14,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,20.31,2.5696
"CMP181","C12Cl2O3",263.0326,0,12,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,1,35.53,3.4732
"CMP182","C17Cl2N2O2",335.1001,0,17,0,2,2,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,2,1,35.94,2.882
"CMP183","C15Br2N2O3",415.9801,0,15,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,70.92,4.0806
"CMP184","C15Cl2N3O2",325.0854,2,15,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,63.64,5.2775
"CMP185","C16F2N3",272.1881064,0,16,0,3,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,19.37,2.6849
"CMP186","C22F2N2O4",394.2432064,0,22,0,2,4,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,2,81.08,2.8272
"CMP187","C16ClN2O2S",319.7014,0,16,0,2,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,2,74.71,4.4244
"CMP188","C20N2",268.2274,0,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,25.78,4.6894
"CMP189","C14BrN2O3",324.0654,0,14,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,81.92,3.0151
"CMP190","C12N3O3",234.1467,2,12,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,87.28,3.1687
"CMP191","C19N2",256.2167,0,19,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,6.48,3.1886
"CMP192","C21ClN2",315.6911,0,21,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,3,6.48,4.8183
"CMP193","C20NO2",286.2195,0,20,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,2,30.82,4.9977
"CMP194","C15FN2O2",259.1711032,0,15,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,50.69,2.9891
"CMP195","C21ClN2",315.6911,0,21,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,3,6.48,4.8183
"CMP196","C14N2O2",228.162,2,14,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,58.18,3.7371
"CMP197","C21N2O",296.2375,0,21,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,2,15.71,3.9455
"CMP198","C19BrNO",338.1134,0,19,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,20.31,4.4819
"CMP199","C14ClN3O4",309.6205,4,14,0,3,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,104,5.2618
"CMP200","C15ClNO",245.6196,0,15,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,29.1,4.0649
"CMP201","C14Cl4NO2",355.9673,0,14,0,1,2,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,38.33,5.3907
"CMP202","C11N3",174.1378,0,11,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,19.37,0.7048
"CMP203","C14ClIN2O2",390.51947,2,14,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,58.18,5.435
"CMP204","C22N2O2",324.2476,0,22,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,3,59.92,4.2688
"CMP205","C15FN3O2S",305.2428032,2,15,0,3,2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,80.54,3.6437
"CMP206","C18ClF3N3O2",382.6597096,2,18,0,3,2,0,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,52.3,5.1153
"CMP207","C23N3O2",350.265,2,23,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,3,52.3,5.1101
"CMP208","C16Cl2NO2",309.0827,0,16,0,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,29.54,4.7978
"CMP209","C12FN2O2",223.1390032,0,12,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,54.6,2.5735
"CMP210","C20N3O2",314.2329,2,20,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,71.6,5.3952
"CMP211","C15ClN2O2",275.6257,2,15,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,58.18,5.1388
"CMP212","C17Cl2N2",303.1013,0,17,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,6.48,4.3185
"CMP213","C12N3O3",234.1467,2,12,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,87.28,3.0246
"CMP214","C18Cl2N3O4",393.1163,2,18,0,3,4,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,2,78.6,4.1553
"CMP215","C19F3N2O",329.2113096,0,19,0,2,1,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,2,15.71,4.0391
"CMP216","C13NO3",218.144,0,13,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,2,1,42.68,1.9926
"CMP217","C18FN2O",279.2038032,0,18,0,2,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,2,15.71,3.1594
"CMP218","C17BrClN2O3",395.5505,0,17,0,2,3,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,2,2,54.7,4.4669
"CMP219","C15NO",210.1666,0,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,32.59,3.7596
"CMP220","C13N2OS2",264.2819,0,13,0,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,80.94,2.3787
"CMP221","C17ClFN2",286.6467032,0,17,0,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,6.48,3.8042
"CMP222","C14NO2S",246.2203,0,14,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,2,78.17,2.9493
"CMP223","C16N4O",264.1974,0,16,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,47.94,1.3493
"CMP224","C18Cl2NO3",349.1035,0,18,0,1,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,55.4,5.2756
"CMP225","C17BrClN2",347.5523,0,17,0,2,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,6.48,4.4276
"CMP226","C10N2S",180.1854,0,10,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,34.72,1.3713
"CMP227","C20N2",268.2274,0,20,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,4,19.03,4.2265
"CMP228","C22N2O2",324.2476,0,22,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,3,50.69,5.0476
"CMP229","C13IN2O3",359.05517,2,13,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,78.41,4.1788
"CMP230","C19INO",385.11387,0,19,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,29.96,4.7695
"CMP231","C13Cl3N2O",306.5109,0,13,0,2,1,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,2,58.61,5.2664
"CMP232","C13N3O3",246.1574,2,13,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,87.28,3.6607
"CMP233","C18Br2N2O3",452.0122,0,18,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,2,81.92,4.9308
"CMP234","C13N3",198.1592,0,13,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,41.57,2.9333
"CMP235","C15NO2",226.166,0,15,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,29.54,2.5421
"CMP236","C19BrF3N2O",409.1153096,0,19,0,2,1,0,1,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,3,2,15.71,4.8016
"CMP237","C22BrN2O2",404.1516,0,22,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,50.69,5.4913
"CMP238","C13Cl2N2O3",303.0567,2,13,0,2,3,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,78.41,4.881
"CMP239","C13N2O3",232.1507,0,13,0,2,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,2,71.34,2.6363
"CMP240","C19NO2S2",338.3388,0,19,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,86.93,4.7222
"CMP241","C12N2OS",220.2062,0,12,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,70.23,3.2316
"CMP242","C13BrN3O",294.0626,0,13,0,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,47.78,2.8823
"CMP243","C14Br2ClN2O3",439.4224,0,14,0,2,3,0,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,81.92,4.431
"CMP244","C15N3O2",254.1794,0,15,0,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,2,49.17,2.5619
"CMP245","C21NO",282.2308,0,21,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,21.59,5.3246
"CMP246","C15NO",210.1666,0,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,32.59,4.1716
"CMP247","C19ClN3OS",353.7408,0,19,0,3,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3,97.11,5.4061
"CMP248","C18Br2N2O2",436.0128,0,18,0,2,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,2,61.69,5.2252
"CMP249","C13Br2ClNO",381.4062,0,13,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,32.59,5.3212
"CMP250","C10N3OS",210.1915,0,10,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,83.12,2.4383
"CMP251","C13BrN2O3S",344.1197,0,13,0,2,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,97.64,4.2029
"CMP252","C14FN2O2",247.1604032,0,14,0,2,2,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,1,40.62,1.4563
"CMP253","C14F2N4O",278.1728064,0,14,0,4,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,47.94,0.929
"CMP254","C17ClN2O2",299.6471,2,17,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,58.18,5.6752
"CMP255","C9ClN2O",187.5621,0,9,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,37.52,0.3093
"CMP256","C14ClN2O2",263.615,2,14,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,58.18,4.8304
"CMP257","C14ClN2O2",263.615,0,14,0,2,2,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,2,2,67.84,3.9682
"CMP258","C17N2O",248.1947,0,17,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,2,35.83,3.989
"CMP259","C14N2O4",260.1608,2,14,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,98.64,3.0665
"CMP260","C22N2O",308.2482,0,22,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,23.55,3.4332
"CMP261","C13N3OS",246.2236,0,13,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,70,1.5143
"CMP262","C13BrN3OS",326.1276,0,13,0,3,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,70,2.2768
"CMP263","C17Cl2NO2",321.0934,0,17,0,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,29.54,4.8798
"CMP264","C15NO",210.1666,0,15,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,32.59,3.7596
"CMP265","C14Br3N2O3",483.8734,0,14,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,81.92,4.5401
"CMP266","C14Cl2N3O2",313.0747,0,14,0,3,2,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,70.23,4.3147
"CMP267","C17FN2O2",283.1925032,0,17,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,61.69,3.4146
"CMP268","C19N2OS",304.2811,0,19,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,4,3,84.22,4.8779
"CMP269","C19N2",256.2167,0,19,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,4,19.03,3.9725
"CMP270","C20N3O3",330.2323,2,20,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,79.44,5.216
"CMP271","C19N2O",272.2161,0,19,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,23.55,2.4683
"CMP272","C15F2N2O",262.1701064,0,15,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,41.46,3.5097
"CMP273","C25N2O2",360.2797,0,25,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,3,50.69,5.5736
"CMP274","C19ClNO",293.6624,0,19,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,29.1,5.3323
"CMP275","C19NO2S2",338.3388,0,19,0,1,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,2,86.93,4.7222
"CMP276","C20NO2",286.2195,0,20,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,39.19,4.0705
"CMP277","C18BrNO",326.1027,0,18,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,29.1,5.2974
"CMP278","C17N3O",262.2014,0,17,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,54.35,3.3896
"CMP279","C22N2",292.2488,0,22,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,5,19.03,4.8173
"CMP280","C15N2O3",256.1721,0,15,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,1,81.92,2.375
"CMP281","C14BrN2O",292.0666,0,14,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,41.46,4.2605
"CMP282","C21NO",282.2308,0,21,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,20.31,5.0203
"CMP283","C20N3O3",330.2323,2,20,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,79.44,5.216
"CMP284","C13BrClNO",301.5022,0,13,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,32.59,4.5587
"CMP285","C20BrN2O",364.1308,0,20,0,2,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,2,23.55,3.7961
"CMP286","C19IN2O2",415.11997,0,19,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,50.69,4.6078
"CMP287","C13ClN3O",249.6116,0,13,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,47.78,2.7732
"CMP288","C15Cl2N2O3",327.0781,0,15,0,2,3,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,2,81.92,4.1866
"CMP289","C13N2O2",216.1513,2,13,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,58.18,3.8696
"CMP290","C14BrN3O2",322.0727,0,14,0,3,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,70.23,3.7704
"CMP291","C15BrN2O2",320.0767,0,15,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,61.69,3.6179
"CMP292","C18ClNO2",297.6511,0,18,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,1,32.7,3.6266
"CMP293","C13BrCl2NO",336.9552,0,13,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,32.59,5.2121
"CMP294","C10N2O2",180.1192,0,10,0,2,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,2,1,36.69,0.543
"CMP295","C13BrN3O2",310.062,0,13,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,74.58,2.7045
"CMP296","C15Cl2N2O2",311.0787,0,15,0,2,2,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,2,61.69,4.481
"CMP297","C19NOS2",322.3394,0,19,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,2,77.7,5.022
"CMP298","C10NOS2",214.2431,0,10,0,1,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,77.7,2.4247
"CMP299","C14NO3",230.1547,0,14,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,59.31,3.216
"CMP300","C10N2O2",180.1192,0,10,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,48.03,1.7814
"CMP301","C22O4",328.233,0,22,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,4,3,59.67,4.7446
"CMP302","C21ClNO",317.6838,0,21,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,29.1,5.492
"CMP303","C15BrN2O3",336.0761,0,15,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,70.92,3.3181
"CMP304","C17N3O2",278.2008,2,17,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,70.21,4.7902
"CMP305","C15N2O4",272.1715,2,15,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,87.64,3.8912
"CMP306","C20N2",268.2274,0,20,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,4,19.03,4.2809
"CMP307","C13Br2N3O3",405.9654,2,13,0,3,3,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,90.44,4.8676
"CMP308","C13BrN2O2S",328.1203,0,13,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,78.93,3.674
"CMP309","C17Cl2NO",305.094,0,17,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,29.1,5.2213
"CMP310","C12NO3",206.1333,0,12,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,2,1,55.4,1.1063
"CMP311","C13N2",184.1525,0,13,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,24.92,3.0751
"CMP312","C16ClN3O",285.6437,0,16,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,44.7,3.385
"CMP313","C15N2O2",240.1727,0,15,0,2,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,49.41,2.5489
"CMP314","C19FNO",277.2078032,0,19,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,3,29.1,4.818
"CMP315","C16NO",222.1773,0,16,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,1,23.47,2.9508
"CMP316","C12NO2",190.1339,0,12,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3,3,42.09,1.8531
"CMP317","C15F3N2O4",329.1667096,2,15,0,2,4,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,87.64,4.6016
"CMP318","C16ClN2O4",319.6352,2,16,0,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,84.48,4.6987
"CMP319","C15ClN3O",273.633,0,15,0,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,44.7,2.9949
"CMP320","C13ClNO3S",285.662,0,13,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,68.02,3.9202
"CMP321","C14O4",232.1474,0,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,60.44,2.5619
"CMP322","C13BrNO",266.0492,0,13,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,20.31,3.4016
"CMP323","C16NO2",238.1767,0,16,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,30.82,3.7628
"CMP324","C13BrN3O2",310.062,2,13,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,70.21,4.3995
"CMP325","C14Cl2NO2",285.0613,0,14,0,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,29.54,4.0208
"CMP326","C20N3",282.2341,0,20,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,4,51.8,5.1272
"CMP327","C15Cl2N2O3",327.0781,2,15,0,2,3,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,74.92,5.1497
"CMP328","C22NO",294.2415,0,22,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,2,21.59,5.7522
"CMP329","C14N2O2S",260.227,0,14,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,2,78.93,3.2199
"CMP330","C18NO4S",326.2619,0,18,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,80.85,4.9065
"CMP331","C19N2O2S2",352.3455,0,19,0,2,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,3,98.01,3.8774
"CMP332","C18N2O2",276.2048,0,18,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2,41.9,2.5327
"CMP333","C14N3OS",258.2343,0,14,0,3,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,70,1.8227
"CMP334","C19ClNO2",309.6618,0,19,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,2,0,32.7,4.2965
"CMP335","C17Br2N2O3",440.0015,0,17,0,2,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,81.92,4.5061
"CMP336","C23N3O3",366.2644,2,23,0,3,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,3,69.37,4.7503
"CMP337","C12NO3",206.1333,0,12,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,66.4,1.9013
"CMP338","C11ClN2O",211.5835,0,11,0,2,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,41.13,3.7239
"CMP339","C14Br2FN2O2",406.9684032,0,14,0,2,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,61.69,4.2111
