"","MF","MW","Ncharges","C","Cl","N","O","S","I","F","Br","Ge","Si","H","RNH2","R2NH","R3N","ROPO3","ROH","RCHO","RCOR","RCOOH","RCOOR","ROR","RCCH","RCN","RINGS","AROMATIC","TPSA","logP"
"CMP3251","C17N2O",248.1947,0,17,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,41.99,2.8675
"CMP3252","C19ClN4S",351.7481,0,19,1,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,3,60.5,3.7698
"CMP3253","C18ClN3O5S",405.7277,0,18,1,3,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,2,2,122.84,3.3752
"CMP3254","C14N2O3S",276.2264,0,14,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,74.86,2.5518
"CMP3255","C23N2O5S",416.3215,0,23,0,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,3,2,93.32,4.1463
"CMP3256","C13N5OS",274.237,0,13,0,5,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,98,1.7992
"CMP3257","C22N2O5S",404.3108,0,22,0,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,4,3,93.32,3.7562
"CMP3258","C22N2O3",340.247,0,22,0,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,4,2,50.8,3.52
"CMP3259","C20N2O4S",364.29,0,20,0,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,3,96.79,4.6979
"CMP3260","C20N3OS",330.2985,0,20,0,3,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,80.18,4.2984
"CMP3261","C21N3O2S",358.3086,0,21,0,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,2,93.32,4.681
"CMP3262","C23FN4O",367.2707032,0,23,0,4,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,4,59.81,4.0396
"CMP3263","C20N3O4S",378.2967,0,20,0,3,4,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,2,112.75,3.6782
"CMP3264","C21N2O4S",376.3007,0,21,0,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,3,2,84.09,3.8832
"CMP3265","C21N2O3S",360.3013,0,21,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,83.65,4.3124
"CMP3266","C22N3O3S2",418.3837,0,22,0,3,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,3,124.78,5.0073
"CMP3267","C20N2O3S",348.2906,0,20,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,83.65,3.9223
"CMP3268","C17NO3",266.1868,0,17,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,2,47.56,3.0104
"CMP3269","C20N2O3S",348.2906,0,20,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,74.86,4.1865
"CMP3270","C17NO2",250.1874,0,17,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,38.33,2.9307
"CMP3271","C17NO",234.188,0,17,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,29.1,3.3122
"CMP3272","C14N2O2S",260.227,0,14,0,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,74.71,2.1762
"CMP3273","C17BrNO3",346.0908,0,17,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,2,47.56,3.7729
"CMP3274","C20N2O3",316.2256,0,20,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,3,3,71.34,3.9115
"CMP3275","C17NO3",266.1868,0,17,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,2,47.56,3.0104
"CMP3276","C19NO4",306.2076,0,19,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,2,2,56.79,2.9479
"CMP3277","C16FNO",241.1757032,0,16,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,29.1,3.4407
"CMP3278","C18ClN2O3S",359.7222,0,18,1,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,83.65,4.6051
"CMP3279","C16ClFNO",276.6287032,0,16,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,29.1,3.7146
"CMP3280","C17NO2",250.1874,0,17,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,38.33,3.3102
"CMP3281","C17NO",234.188,0,17,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,29.1,3.61
"CMP3282","C16N2O2",252.1834,0,16,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,2,50.36,3.0626
"CMP3283","C22N2O5S",404.3108,0,22,0,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,4,3,93.32,3.7562
"CMP3284","C19N3O3S3",414.4166,0,19,0,3,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,153.02,4.8841
"CMP3285","C20N2O2",300.2262,0,20,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,3,55.13,3.9672
"CMP3286","C20ClN3O2",349.6859,0,20,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,3,3,63.99,3.5009
"CMP3287","C18N3O",274.2121,0,18,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,46.92,3.1789
"CMP3288","C17N2O3S",312.2585,0,17,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,74.86,3.3243
"CMP3289","C21N2O5S",392.3001,0,21,0,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3,2,102.11,4.1172
"CMP3290","C23N3O3S",398.3294,0,23,0,3,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,4,90.65,4.4185
"CMP3291","C21N4O3S2",420.3797,0,21,0,4,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,4,128.02,4.67
"CMP3292","C21N4O3S2",420.3797,0,21,0,4,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,4,128.02,4.67
"CMP3293","C22N3O4S2",434.3831,0,22,0,3,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4,4,137.92,5.2604
"CMP3294","C17ClNO2",285.6404,0,17,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,2,46.17,3.3249
"CMP3295","C21N3O3",342.243,0,21,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3,3,65.38,3.3104
"CMP3296","C19N2O4S",352.2793,0,19,0,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,2,84.09,3.0328
"CMP3297","C14F3N2O3S",333.2216096,0,14,0,2,3,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,83.65,3.3759
"CMP3298","C18N3O4S2",386.3403,0,18,0,3,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,3,137.92,4.1072
"CMP3299","C16NO2",238.1767,0,16,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,38.33,2.7584
"CMP3300","C17NO",234.188,0,17,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,29.1,3.2305
"CMP3301","C16ClFNO2",292.6281032,0,16,1,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,38.33,3.5509
"CMP3302","C19NO3",290.2082,0,19,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2,2,55.4,3.3511
"CMP3303","C22N3O4S",402.3181,0,22,0,3,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,2,96.12,3.1608
"CMP3304","C18N3O4S2",386.3403,0,18,0,3,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,3,137.92,4.1072
"CMP3305","C16N3O4S",330.2539,0,16,0,3,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,117.95,2.0455
"CMP3306","C19N2O4S",352.2793,0,19,0,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,2,84.09,3.0328
"CMP3307","C19N2O4S",352.2793,0,19,0,2,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,2,2,84.09,3.3506
"CMP3308","C24FN5OS",425.3531032,0,24,0,5,1,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,3,2,88.35,4.6824
"CMP3309","C15N2O3S",288.2371,0,15,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,74.86,2.6338
"CMP3310","C26N2O5S",452.3536,0,26,0,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,5,2,93.32,4.8077
"CMP3311","C22N3O2S2",402.3843,0,22,0,3,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,2,117.53,4.9811
"CMP3312","C12BrNO3",286.0373,0,12,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,1,55.4,1.7807
"CMP3313","C15BrFNO",309.0690032,0,15,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,29.1,3.8948
"CMP3314","C17N4O4S",356.2713,0,17,0,4,4,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,3,3,132.3,2.5647
"CMP3315","C20N2O5S",380.2894,0,20,0,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3,3,102.11,3.2044
"CMP3316","C22N3O4S2",434.3831,0,22,0,3,4,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4,4,137.92,5.2604
"CMP3317","C24N4O3S",424.3468,0,24,0,4,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,2,99.78,4.9986
"CMP3318","C18N3O2",290.2115,0,18,0,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,63.99,2.2669
"CMP3319","C24N5O3S",438.3535,0,24,0,5,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,3,114.36,4.7701
"CMP3320","C23ClN3O2",385.718,0,23,1,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,4,3,57.84,4.1506
"CMP3321","C24N5O4",422.2879,0,24,0,5,4,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,3,3,122.45,1.8941
"CMP3322","C25N5O3",418.2992,0,25,0,5,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,3,3,113.22,3.0478
"CMP3323","C25N5O3",418.2992,0,25,0,5,3,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,3,3,113.22,2.9037
"CMP3324","C21N3O2",326.2436,0,21,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,61.77,2.4697
"CMP3325","C21ClO5",367.6747,0,21,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,2,2,53.99,4.2739
"CMP3326","C21ClO5",367.6747,0,21,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,3,3,53.99,4.0279
"CMP3327","C23N2O3S",384.3227,0,23,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,4,83.65,4.9663
"CMP3328","C18N3O3S",338.2759,0,18,0,3,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,2,2,112.48,3.17248
"CMP3329","C15ClNO3",277.6184,0,15,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,1,47.56,2.9008
"CMP3330","C22N3O3S2",418.3837,0,22,0,3,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,3,124.78,5.0073
"CMP3331","C21O4",316.2223,0,21,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,2,2,44.76,4.002
"CMP3332","C13N4O3",260.1641,0,13,0,4,3,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,2,2,85.99,-0.6139
"CMP3333","C19N2OS",304.2811,0,19,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,74.15,4.37248
"CMP3334","C16N2O",236.184,0,16,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,1,41.99,2.8661
"CMP3335","C20NO3",302.2189,0,20,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,3,3,44.49,4.4089
"CMP3336","C21N3O2",326.2436,0,21,0,3,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,4,3,47.36,3.2636
"CMP3337","C18N3O",274.2121,0,18,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,2,38.13,2.7234
"CMP3338","C17NO2",250.1874,0,17,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,38.33,3.0668
"CMP3339","C18N4O3S",352.2826,0,18,0,4,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,2,102.33,2.8114
"CMP3340","C18N3O",274.2121,0,18,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,3,46.92,3.0878
"CMP3341","C20N4O4S",392.3034,0,20,0,4,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,3,120.61,2.5785
"CMP3342","C20N2O3S",348.2906,0,20,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,83.65,4.6502
"CMP3343","C13NO2S2",266.2746,0,13,0,1,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,1,95.72,2.5162
"CMP3344","C14N4O2S",288.2404,0,14,0,4,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,105.08,1.6975
"CMP3345","C21O5",332.2217,0,21,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,1,0,3,2,53.99,3.7221
"CMP3346","C18N2O3",292.2042,0,18,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,2,2,71.19,3.1148
"CMP3347","C17NO4S",314.2512,0,17,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,80.85,3.7992
"CMP3348","C16NO4S",302.2405,0,16,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,91.85,3.6291
"CMP3349","C14NO4S2",310.2841,0,14,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,109.09,3.4706
"CMP3350","C18FN5OS",353.2889032,0,18,0,5,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,111.13,3.0942
"CMP3351","C14N4O4S",320.2392,2,14,0,4,4,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,2,1,106.85,2.2559
"CMP3352","C14NO3",230.1547,0,14,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,1,47.56,1.7767
"CMP3353","C20N4O",312.2402,0,20,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,59.81,4.4483
"CMP3354","C12F3N2O3S",309.2002096,0,12,0,2,3,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,83.65,2.7528
"CMP3355","C23N6O2",392.2851,0,23,0,6,2,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,2,0,3,1,71.16,1.458
"CMP3356","C23N3O3S",398.3294,0,23,0,3,3,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,3,2,78.1,4.3973
"CMP3357","C19N2O3S",336.2799,0,19,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,83.65,4.2601
"CMP3358","C19N2O4S",352.2793,0,19,0,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,92.88,3.9603
"CMP3359","C15N2O3S",288.2371,0,15,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,2,88.69,2.5812
"CMP3360","C14N3OS",258.2343,0,14,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,2,72.22,2.2886
"CMP3361","C20NO",270.2201,0,20,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,29.1,4.0753
"CMP3362","C24N6S3",468.492,0,24,0,6,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,5,4,127.75,4.3894
"CMP3363","C22Cl2N5S",437.2399,0,22,2,5,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,4,3,61.32,4.4612
"CMP3364","C18ClN2O",295.6584,0,18,1,2,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,2,41.13,4.2148
"CMP3365","C15N3O2",254.1794,0,15,0,3,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,1,70.23,2.3113
"CMP3366","C17N2O2",264.1941,0,17,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,2,58.2,2.5003
"CMP3367","C17NO3",266.1868,0,17,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,2,47.56,3.0104
"CMP3368","C11N2O3",208.1293,2,11,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,74.92,2.1803
"CMP3369","C10BrFNO",249.0155032,0,10,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,29.1,2.3421
"CMP3370","C15N2OS",256.2383,0,15,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,67.29,3.1101
"CMP3371","C20ClN2O4S2",431.808,0,20,1,2,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,1,0,3,1,108.63,2.7698
"CMP3372","C15N2O3",256.1721,0,15,0,2,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,2,2,71.34,2.0933
"CMP3373","C11N2O2",192.1299,0,11,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,51.22,1.2342
"CMP3374","C10ClN2O3",231.5716,2,10,1,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,74.92,2.5253
"CMP3375","C10N2O3",196.1186,2,10,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,74.92,1.8719
"CMP3376","C20F2N3O3S2",432.3591064,0,20,0,3,3,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,124.78,5.1052
"CMP3377","C18N2O3S",324.2692,0,18,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,83.65,3.9575
"CMP3378","C15ClNO",245.6196,0,15,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,29.1,3.6466
"CMP3379","C15N2O5S",320.2359,0,15,0,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,106.88,2.7232
"CMP3380","C17ClFN2O",302.6461032,0,17,1,2,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,2,41.13,4.0455
"CMP3381","C16N2O2",252.1834,0,16,0,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,55.13,2.917
"CMP3382","C10ClFNO",204.5645032,0,10,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,29.1,2.233
"CMP3383","C11N2O3",208.1293,2,11,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,74.92,2.1803
"CMP3384","C15N3O3",270.1788,2,15,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,2,2,100.94,3.588
"CMP3385","C17NO2",250.1874,0,17,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2,2,38.33,2.9307
"CMP3386","C15ClNO",245.6196,0,15,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,29.1,3.6466
"CMP3387","C10ClFNO",204.5645032,0,10,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,29.1,2.233
"CMP3388","C15F2NO3",280.1622064,0,15,0,1,3,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,1,47.56,2.8402
"CMP3389","C14N2O3S",276.2264,0,14,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,83.65,2.989
"CMP3390","C15N2O2",240.1727,0,15,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,1,58.2,2.231
"CMP3391","C13N2O2S",248.2163,0,13,0,2,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,74.71,1.1502
"CMP3392","C25N2O5",408.2779,0,25,0,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,4,2,77.43,3.0692
"CMP3393","C11ClO3",215.5689,0,11,1,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,1,1,38.69,1.8529
"CMP3394","C18F3NO4S",383.2571096,0,18,0,1,4,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,80.85,4.4456
"CMP3395","C22N3O2",338.2543,0,22,0,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,1,3,3,60.07,4.04818
"CMP3396","C18N2O2",276.2048,0,18,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,2,58.2,2.8087
"CMP3397","C16N2O4",284.1822,0,16,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,2,1,66.92,1.0082
"CMP3398","C17F3N5O2",363.2094096,0,17,0,5,2,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,3,81.81,1.7413
"CMP3399","C12NO2",190.1339,0,12,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,38.33,1.378
"CMP3400","C17N2OS",280.2597,0,17,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,70.23,3.7172
"CMP3401","C14N2O3",244.1614,0,14,0,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,58.64,1.7117
"CMP3402","C23N2O4",368.2571,0,23,0,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,1,0,3,2,67.87,2.9895
"CMP3403","C11N2O3",208.1293,2,11,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,74.92,2.1803
"CMP3404","C17ClN4OS",343.7261,0,17,1,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,106.2,3.7552
"CMP3405","C15N4O3S2",348.3155,0,15,0,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,137.67,3.37
"CMP3406","C15N4O3S2",348.3155,0,15,0,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,137.67,3.124
"CMP3407","C19N3O2",302.2222,0,19,0,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,3,55.63,2.9756
"CMP3408","C22N2O4",356.2464,0,22,0,2,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,1,2,2,92.18,3.61008
"CMP3409","C23N3O3S",398.3294,0,23,0,3,3,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,4,90.65,4.4185
"CMP3410","C19N2O4S",352.2793,0,19,0,2,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,2,84.09,3.3463
"CMP3411","C12NO2S2",254.2639,0,12,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,82.79,3.684
"CMP3412","C20ClN2O4",367.678,0,20,1,2,4,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,1,0,3,3,84.18,3.4263
"CMP3413","C19N3O",286.2228,0,19,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,46.92,3.4873
"CMP3414","C21N2O5S",392.3001,0,21,0,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,3,3,93.32,3.5033
"CMP3415","C19N3O",286.2228,0,19,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,46.92,3.2932
"CMP3416","C21N4O3S2",420.3797,0,21,0,4,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,137.67,5.037
"CMP3417","C15N2O3",256.1721,2,15,0,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,74.92,3.4246
"CMP3418","C20N2O3S",348.2906,0,20,0,2,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,83.65,4.2739
"CMP3419","C15BrNO",290.0706,0,15,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,29.1,3.7557
"CMP3420","C27N2O4",416.2999,0,27,0,2,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,4,2,71.89,4.6577
"CMP3421","C26N4O4S",464.3676,0,26,0,4,4,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,4,3,120.95,4.8189
"CMP3422","C24ClN2O5",431.7202,0,24,1,2,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,4,2,77.43,3.3325
