"","MF","MW","Ncharges","C","Cl","N","O","S","I","F","Br","Ge","Si","H","RNH2","R2NH","R3N","ROPO3","ROH","RCHO","RCOR","RCOOH","RCOOR","ROR","RCCH","RCN","RINGS","AROMATIC","TPSA","logP"
"CMP177","C20BrN7O2",450.1637,0,20,0,7,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,3,105.37,2.0588
"CMP178","C23N3O5",398.2632,0,23,0,3,5,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,1,0,5,3,89.87,3.0634
"CMP179","C20N2O3S",348.2906,0,20,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,4,4,78.65,3.8439
"CMP180","C22N2O4S",388.3114,0,22,0,2,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,96.11,3.9225
"CMP181","C30NO5",454.3247,0,30,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,1,0,4,1,65.07,4.9771
"CMP182","C24BrNO5",462.1645,0,24,0,1,5,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,1,1,0,4,1,83.91,3.897
"CMP183","C23N2OS",352.3239,0,23,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,2,60.19,4.5796
"CMP184","C21FN2O3S",379.2997032,0,21,0,2,3,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,3,2,85.22,4.4568
"CMP185","C22N3O",322.2549,0,22,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,3,2,57.82,4.20158
"CMP186","C26BrNO5",486.1859,0,26,0,1,5,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,2,1,0,4,2,73.86,4.93
"CMP187","C28NO5",430.3033,0,28,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,0,4,1,83.91,4.4067
"CMP188","C12N2OS",220.2062,0,12,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,64.22,2.7703
"CMP189","C13N2OS2",264.2819,0,13,0,2,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,88.43,2.209
"CMP190","C24N2O4",380.2678,0,24,0,2,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,4,2,67.87,3.615
"CMP191","C28NO4",414.3039,0,28,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,1,0,4,1,55.84,4.9605
"CMP192","C17NO",234.188,0,17,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,29.1,4.4521
"CMP193","C26N2OS",388.356,0,26,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,3,60.19,5.3828
"CMP194","C10N2O2S2",244.2492,2,10,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,112.25,3.453
"CMP195","C12N7",242.1753,0,12,0,7,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,1,1,1,89.76,1.19038
"CMP196","C13N2S",216.2175,0,13,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,51.08,2.9719
"CMP197","C19N2OS",304.2811,0,19,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,3,74.15,4.37248
"CMP198","C11N3S2",238.2678,0,11,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,105.34,3.1968
"CMP199","C22N2O4S",388.3114,0,22,0,2,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,96.11,3.9225
"CMP200","C24N6O2",404.2958,0,24,0,6,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,3,93.01,3.1279
"CMP201","C27NO4",402.2932,0,27,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,0,4,1,64.63,5.0092
"CMP202","C21N2O6",376.2345,0,21,0,2,6,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,1,0,3,2,105.17,2.473
"CMP203","C21ClN3O",345.6972,0,21,1,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,3,2,57.82,4.54658
"CMP204","C19I2N2O2S",574.08944,0,19,0,2,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,4,3,71.84,3.6781
"CMP205","C21NO5",346.2284,0,21,0,1,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,1,0,3,2,76.07,2.2092
"CMP206","C13N2OS",232.2169,0,13,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2,2,60.31,2.6721
"CMP207","C22N2O4S",388.3114,0,22,0,2,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,3,2,96.11,3.9225
"CMP208","C18N3O",274.2121,0,18,0,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,2,1,57.82,3.09698
"CMP209","C18N2O3S",324.2692,0,18,0,2,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,4,3,78.65,3.1788
"CMP210","C14N2OS",244.2276,0,14,0,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,60.19,2.3078
"CMP211","C21NO3",314.2296,0,21,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,57.61,2.8088
"CMP212","C21N3O5S",406.3068,0,21,0,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,2,119.67,3.4424
"CMP213","C19BrNO3",370.1122,0,19,0,1,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,57.61,2.9545
"CMP214","C28NO4",414.3039,0,28,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,0,4,1,64.63,5.3993
"CMP215","C19N2O5",336.2137,2,19,0,2,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,103.43,2.6234
"CMP216","C28N2O2",396.3118,0,28,0,2,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,4,3,24.94,4.9897
"CMP217","C11N3O2S",238.2016,0,11,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,1,94.39,0.9368
"CMP218","C12NS",190.2001,0,12,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,38.19,2.9601
"CMP219","C12O3",192.1266,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,35.53,1.9098
"CMP220","C22O4",328.233,0,22,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,4,1,66.76,3.1542
"CMP221","C23NO3",338.251,0,23,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,4,2,57.61,3.3452
"CMP222","C14N",182.1565,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,2.6764
"CMP223","C19FN2O2S",339.2789032,0,19,0,2,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,3,2,75.99,4.0581
"CMP224","C29NO4",426.3146,0,29,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,1,0,4,1,55.84,5.3506
"CMP225","C23NO3",338.251,0,23,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,57.61,3.1478
"CMP226","C14N2O5",276.1602,2,14,0,2,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,101.22,2.4762
"CMP227","C23N2O5S",416.3215,0,23,0,2,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,1,0,3,2,113.73,3.9672
"CMP228","C24FN6O2",423.2942032,0,24,0,6,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,3,93.01,3.267
"CMP229","C12N3OS2",266.2779,0,12,0,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,101.32,2.4185
"CMP230","C20BrNO3",382.1229,0,20,0,1,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,57.61,3.2629
"CMP231","C22NO3",326.2403,0,22,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,57.61,3.1172
"CMP232","C22BrNO3",406.1443,0,22,0,1,3,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,57.61,4.0779
"CMP233","C23N3O2",350.265,0,23,0,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,3,2,67.05,4.29188
"CMP234","C23IN5O2",505.18287,0,23,0,5,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,3,109.88,4.59676
"CMP235","C11NO",162.1238,0,11,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,32.26,1.6201
"CMP236","C32N2O4",476.3534,0,32,0,2,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,6,6,74.76,5.0474
"CMP237","C11N2OS2",240.2605,0,11,0,2,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,99.29,2.3267
"CMP238","C16N2O2",252.1834,1,16,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,37.38,0.441
"CMP239","C15O",196.1599,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,20.23,3.6774
"CMP240","C21NO5",346.2284,0,21,0,1,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,1,0,3,2,76.07,2.2092
"CMP241","C14N3OS",258.2343,0,14,0,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,2,73.08,2.357
"CMP242","C19ClN3O4S",401.739,0,19,1,3,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,1,87.33,2.8013
"CMP243","C15N3O3",270.1788,0,15,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,1,0,2,2,87.13,1.9098
"CMP244","C12NO2S",222.1989,0,12,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,2,59.47,2.5127
"CMP245","C25NO5",394.2712,0,25,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,0,4,1,83.91,3.5246
"CMP246","C15N3O4",286.1782,2,15,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,2,89.94,2.7105
"CMP247","C22N4O3",368.2604,0,22,0,4,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,4,3,107.05,3.5062
"CMP248","C24ClNO3",385.7147,0,24,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,4,2,47.56,5.516
"CMP249","C22N2O5",372.2458,0,22,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,4,3,95.96,3.74448
"CMP250","C17ClN4O2",327.6605,0,17,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,2,96.95,3.30198
"CMP251","C21FN2O3",347.2347032,0,21,0,2,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,2,62.55,3.5715
"CMP252","C14N2O3",244.1614,0,14,0,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,1,58.64,1.0058
"CMP253","C11N",146.1244,0,11,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,12.03,2.3613
"CMP254","C22N2O5S",404.3108,0,22,0,2,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,2,2,93.32,4.2072
"CMP255","C22NO3",326.2403,0,22,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,4,1,55.4,3.7284
"CMP256","C17N3O6",342.1984,2,17,0,3,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,2,2,130.52,2.9003
"CMP257","C20Cl2N2O3",387.1316,0,20,2,2,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,2,62.55,4.7436
"CMP258","C23ClN3O4",417.7168,0,23,1,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,3,2,88.69,4.7479
"CMP259","C17Cl2N4O2",363.1135,0,17,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,2,96.95,3.95538
"CMP260","C24N2O3",364.2684,0,24,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,4,2,77.5,4.77888
"CMP261","C11O3",180.1159,0,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,1,35.53,1.5197
"CMP262","C12N3O3",234.1467,0,12,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,1,1,66.36,-0.0924
"CMP263","C16FN6",295.2098032,0,16,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,68.52,2.0892
"CMP264","C21N2O5",360.2351,0,21,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,4,3,95.96,3.35438
"CMP265","C22ClNO3",361.6933,0,22,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,4,1,55.4,4.3818
"CMP266","C12NO3",206.1333,0,12,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,2,2,44.37,2.0442
"CMP267","C23F3N2O2S",425.3185096,0,23,0,2,2,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,3,77.65,5.1817
"CMP268","C22Cl2NO3",397.1463,0,22,2,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,4,1,55.4,5.0352
"CMP269","C21N2O4",344.2357,0,21,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,3,1,94.57,3.61238
"CMP270","C23N4O2",364.2717,0,23,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,2,104.95,4.29696
"CMP271","C24Br2NO4",526.0691,0,24,0,1,4,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,4,2,64.63,5.2938
"CMP272","C13ClF3N4OS2",384.7435096,0,13,1,4,1,2,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,2,120.45,4.7256
"CMP273","C15N4O",252.1867,0,15,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,58.12,1.5151
"CMP274","C20ClN2O4",367.678,0,20,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,4,3,86.73,3.99918
"CMP275","C21NO3",314.2296,0,21,0,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,57.61,2.7544
"CMP276","C23F4N2O2",412.2519128,0,23,0,2,2,0,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,2,49.41,5.0017
"CMP277","C14ClFN6",306.6414032,0,14,1,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,68.52,2.1802
"CMP278","C13N2O2",216.1513,2,13,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,1,50.75,3.0451
"CMP279","C21N2O4",344.2357,0,21,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,1,3,2,97.73,3.72138
"CMP280","C22N3O2",338.2543,0,22,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,3,3,70.93,4.34618
"CMP281","C14N5O3",286.1815,0,14,0,5,3,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,2,1,89.47,0.3105
"CMP282","C9N",122.103,0,9,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,12.03,1.9328
"CMP283","C13N5",226.1726,0,13,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,55.11,1.3672
"CMP284","C18ClN4O3",355.6706,0,18,1,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,3,2,106.18,3.31058
"CMP285","C19NO4",306.2076,0,19,0,1,4,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,3,2,77.84,1.8976
"CMP286","C24F3N2O3",421.2636096,0,24,0,2,3,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,3,2,58.64,4.8712
"CMP287","C17FN6",307.2205032,0,17,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,68.52,2.4793
"CMP288","C24ClNO4",401.7141,0,24,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,0,4,1,64.63,4.7805
"CMP289","C19N2O3",304.2149,0,19,0,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,3,2,88.5,3.32268
"CMP290","C10N5",190.1405,0,10,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,55.11,0.8592
"CMP291","C15N4O",252.1867,0,15,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,58.12,1.5151
"CMP292","C5N3S2",166.2036,0,5,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,105.34,1.4268
"CMP293","C17N6",288.2221,0,17,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,68.52,2.5111
"CMP294","C20N2O4",332.225,0,20,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,3,1,94.57,3.22228
"CMP295","C21NO5",346.2284,0,21,0,1,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,1,0,3,2,76.07,2.2092
"CMP296","C22F3N2O2S",413.3078096,0,22,0,2,2,1,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,2,77.65,5.3142
"CMP297","C17FN6",307.2205032,0,17,0,6,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,68.52,2.6502
"CMP298","C24NO4",366.2611,0,24,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,0,4,1,64.63,4.1271
"CMP299","C19Cl2N2O3",375.1209,0,19,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,3,1,85.34,4.52048
"CMP300","C12NO2",190.1339,0,12,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,29.54,1.077
"CMP301","C26N2O5",420.2886,0,26,0,2,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,3,2,77.1,4.2597
"CMP302","C12N2S",204.2068,0,12,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,51.08,2.3891
"CMP303","C18N6",300.2328,0,18,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,68.52,2.6852
"CMP304","C20ClN2O4",367.678,0,20,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,3,1,94.57,3.87568
"CMP305","C21NO5",346.2284,0,21,0,1,5,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,1,0,4,2,76.07,1.9632
"CMP306","C27N2O2",384.3011,0,27,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,4,2,49.41,5.3871
"CMP307","C14N5",238.1833,0,14,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,55.11,1.9094
"CMP308","C23ClNO4",389.7034,0,23,1,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,0,4,1,64.63,4.3904
"CMP309","C19ClN2O3",339.6679,0,19,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,3,1,85.34,3.86708
"CMP310","C15F4N6",340.1943128,0,15,0,6,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,68.52,2.5456
"CMP311","C25N2O5",408.2779,0,25,0,2,5,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,1,0,3,2,77.1,3.8696
"CMP312","C17N3O2",278.2008,0,17,0,3,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,2,2,73.99,2.3168
"CMP313","C17N2O",248.1947,0,17,0,2,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,1,32.34,2.3842
"CMP314","C17N4O2",292.2075,0,17,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,2,96.95,2.64858
"CMP315","C17NO4",282.1862,0,17,0,1,4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,3,2,70.75,1.785
"CMP316","C26FN2O4",423.2876032,0,26,0,2,4,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,4,4,67.87,3.9648
"CMP317","C23Cl2N2O2",407.1643,0,23,2,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,2,49.41,5.1462
"CMP318","C26NO3",374.2831,0,26,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,4,1,55.4,5.0006
"CMP319","C19N2O3",304.2149,0,19,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,3,1,85.34,3.21368
"CMP320","C27NO3",386.2938,0,27,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,4,1,46.61,4.9519
"CMP321","C23NO3",338.251,0,23,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,4,1,46.61,3.6797
"CMP322","C22ClN2O4",391.6994,0,22,1,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,1,3,1,94.57,4.51178
"CMP323","C23N3O5",398.2632,0,23,0,3,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,0,5,1,96.97,0.951
"CMP324","C20N4O",312.2402,0,20,0,4,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,2,58.12,2.8737
"CMP325","C20N3O2",314.2329,0,20,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,3,3,70.93,3.64768
"CMP326","C17BrN4O2",372.1115,0,17,0,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,2,96.95,3.41108
"CMP327","C17N2O5",312.1923,0,17,0,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,1,0,2,1,85.89,2.1657
"CMP328","C16Br4NO2",557.7927,0,16,0,1,2,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,37.38,5.5835
"CMP329","C22N3O2",338.2543,0,22,0,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,2,75.43,4.0937
"CMP330","C18N4O",288.2188,0,18,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,70.67,2.7021
"CMP331","C25NO4",378.2718,0,25,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,2,1,0,4,1,55.84,4.0784
"CMP332","C20N2O5",348.2244,0,20,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,1,103.8,3.05228
"CMP333","C15NO4S",290.2298,0,15,0,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,72.06,2.6699
"CMP334","C10N5O2",222.1393,2,10,0,5,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,1,95.66,1.1442
"CMP335","C20N2O2S",332.2912,0,20,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,3,3,83.38,4.38108
"CMP336","C20N5O2",342.2463,0,20,0,5,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,4,4,102.75,2.9289
"CMP337","C17N2O5",312.1923,0,17,0,2,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,1,0,2,1,85.89,2.1657
"CMP338","C27IO5",531.19037,0,27,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,1,0,4,1,61.83,5.712
"CMP339","C20N2O2",300.2262,0,20,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,2,49.41,3.1806
"CMP340","C14N3O2",242.1687,0,14,0,3,2,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,2,1,74.25,2.4674
"CMP341","C24NO3",350.2617,0,24,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,1,0,4,1,46.61,4.0698
"CMP342","C11N6",216.1579,0,11,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,2,68,0.5162
"CMP343","C18NO4",294.1969,0,18,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,3,1,65.37,1.5192
"CMP344","C19N3O",286.2228,0,19,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,3,3,61.7,3.63908
"CMP345","C26ClNO3",409.7361,0,26,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,4,1,55.4,5.654
"CMP346","C21N3O2",326.2436,0,21,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,3,3,70.93,4.03778
"CMP347","C25N3O4",406.2852,0,25,0,3,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,3,2,88.69,4.7113
"CMP348","C19ClNO3",325.6612,0,19,1,1,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,3,2,57.61,2.8454
"CMP349","C16NOS",254.2423,0,16,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,2,50.36,3.9753
"CMP350","C16N3O3S",314.2545,0,16,0,3,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,1,86.89,2.881
"CMP351","C22ClNO3",361.6933,0,22,1,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,4,1,55.4,4.3818
