"","MF","MW","Ncharges","C","Cl","N","O","S","H","I","F","Br","Ge","RNH2","R2NH","R3N","ROPO3","ROH","RCHO","RCOR","RCOOH","RCOOR","ROR","RCCH","RCN","RINGS","AROMATIC","TPSA","logP"
"CMP177","C23H4N4O7",448.30046,0,23,0,4,7,0,4,0,0,0,0,0,0,1,0,4,0,0,0,1,1,0,0,4,2,150.4,-0.3992
"CMP178","C35N6O7",616.4105,0,35,0,6,7,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,1,0,0,5,4,149.1,3.8013
"CMP179","C17NO2",250.1874,0,17,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,1,29.54,2.5134
"CMP180","C33HN7O5S2",639.53494,0,33,0,7,5,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,5,4,176.24,5.4391
"CMP181","C36N6O6",612.4218,0,36,0,6,6,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,5,4,139.87,4.6655
"CMP182","C34HN6O6S",621.47334,0,34,0,6,6,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,5,3,148.25,5.9346
"CMP183","C36N7O6",626.4285,0,36,0,7,6,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,4,3,143.11,4.3585
"CMP184","C34HN7O5S",619.48064,0,34,0,7,5,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,4,3,138.35,5.2544
"CMP185","C48N7O9S",850.6201,0,48,0,7,9,1,0,0,0,0,0,0,1,1,0,1,0,0,1,0,2,0,0,7,3,224.73,7.4292
"CMP186","C21H4N4O7",424.27906,0,21,0,4,7,0,4,0,0,0,0,0,0,1,0,4,0,0,0,0,2,0,0,3,1,150.4,-0.6796
"CMP187","C33N6O7",592.3891,0,33,0,6,7,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,2,0,0,4,3,149.1,3.5209
"CMP188","C15NO2",226.166,0,15,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,29.54,2.5371
"CMP189","C31HN7O5S2",615.51354,0,31,0,7,5,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4,3,176.24,5.1587
"CMP190","C47N8O7S",820.6173,0,47,0,8,7,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,9,7,209.59,6.6243
"CMP191","C45HN8O7S2",829.66884,0,45,0,8,7,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,9,6,217.97,7.8934
"CMP192","C47N9O7S",834.624,0,47,0,9,7,1,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,8,6,212.83,6.3173
"CMP193","C45HN9O6S2",827.67614,0,45,0,9,6,2,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,8,6,208.07,7.2132
"CMP194","C59N9O10S2",1058.8156,0,59,0,9,10,2,0,0,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,11,6,294.45,9.388
"CMP195","C32H4N6O8S",632.47456,0,32,0,6,8,1,4,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,7,4,220.12,1.2792
"CMP196","C44N8O8S",800.5846,0,44,0,8,8,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,8,6,218.82,5.4797
"CMP197","C26N3O3S",434.3615,0,26,0,3,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,5,3,99.26,4.1483
"CMP198","C42HN9O6S3",823.70904,0,42,0,9,6,3,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,8,6,245.96,7.1175
"CMP199","C35N6O7",616.4105,0,35,0,6,7,0,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,0,0,6,5,167.94,3.3741
"CMP200","C33HN6O7S",625.46204,0,33,0,6,7,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,6,4,176.32,4.6432
"CMP201","C35N7O7",630.4172,0,35,0,7,7,0,0,0,0,0,0,0,1,3,0,1,0,1,0,1,0,0,0,5,4,171.18,3.0671
"CMP202","C33HN7O6S",623.46934,0,33,0,7,6,1,1,0,0,0,0,0,1,2,0,1,0,1,0,0,0,0,0,5,4,166.42,3.963
"CMP203","C47N7O10S",854.6088,0,47,0,7,10,1,0,0,0,0,0,0,1,1,0,2,0,1,1,0,1,0,0,8,4,252.8,6.1378
"CMP204","C20H4N4O8",428.26776,0,20,0,4,8,0,4,0,0,0,0,0,0,1,0,5,0,1,0,0,1,0,0,4,2,178.47,-1.971
"CMP205","C32N6O8",596.3778,0,32,0,6,8,0,0,0,0,0,0,0,1,2,0,1,0,1,0,1,1,0,0,5,4,177.17,2.2295
"CMP206","C14NO3",230.1547,0,14,0,1,3,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,2,1,57.61,0.8981
"CMP207","C30HN7O6S2",619.50224,0,30,0,7,6,2,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,5,4,204.31,3.8673
"CMP208","C30N6O7",556.357,2,30,0,6,7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,5,5,165.38,4.606
"CMP209","C28HN6O7S",565.40854,2,28,0,6,7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,5,4,173.76,5.8751
"CMP210","C30N7O7",570.3637,2,30,0,7,7,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,4,4,168.62,4.299
"CMP211","C28HN7O6S",563.41584,2,28,0,7,6,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,4,4,163.86,5.1949
"CMP212","C42N7O10S",794.5553,2,42,0,7,10,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,7,4,250.24,7.3697
"CMP213","C15H4N4O8",368.21426,2,15,0,4,8,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,3,2,175.91,-0.7391
"CMP214","C27N6O8",536.3243,2,27,0,6,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,4,4,174.61,3.4614
"CMP215","C9NO3",170.1012,2,9,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,55.05,2.13
"CMP216","C25HN7O6S2",559.44874,2,25,0,7,6,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,4,201.75,5.0992
"CMP217","C31N6O8",584.3671,2,31,0,6,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,5,5,182.45,4.384
"CMP218","C29HN6O8S",593.41864,2,29,0,6,8,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,5,4,190.83,5.6531
"CMP219","C31N7O8",598.3738,2,31,0,7,8,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,0,0,0,4,4,185.69,4.077
"CMP220","C29HN7O7S",591.42594,2,29,0,7,7,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,4,4,180.93,4.9729
"CMP221","C43N7O11S",822.5654,2,43,0,7,11,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,7,4,267.31,7.1477
"CMP222","C16H4N4O9",396.22436,2,16,0,4,9,0,4,0,0,0,0,0,0,0,0,4,0,0,0,1,1,0,0,3,2,192.98,-0.9611
"CMP223","C28N6O9",564.3344,2,28,0,6,9,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,4,4,191.68,3.2394
"CMP224","C10NO4",198.1113,2,10,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,72.12,1.908
"CMP225","C26HN7O7S2",587.45884,2,26,0,7,7,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,4,218.82,4.8772
"CMP226","C43IN8O7",867.41397,0,43,0,8,7,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,3,0,0,8,8,171.59,7.4461
"CMP227","C41HIN8O7S",876.46551,0,41,0,8,7,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,4,0,0,8,7,179.97,8.7152
"CMP228","C43IN9O7",881.42067,0,43,0,9,7,0,0,1,0,0,0,0,1,3,0,0,0,0,0,1,3,0,0,7,7,174.83,7.1391
"CMP229","C41HIN9O6S",874.47281,0,41,0,9,6,1,1,1,0,0,0,0,1,2,0,0,0,0,0,0,3,0,0,7,7,170.07,8.035
"CMP230","C55IN9O10S",1105.61227,0,55,0,9,10,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,4,0,0,10,7,256.45,10.2098
"CMP231","C28H4IN6O8",679.27123,0,28,0,6,8,0,4,1,0,0,0,0,0,1,0,4,0,0,0,0,4,0,0,6,5,182.12,2.101
"CMP232","C40IN8O8",847.38127,0,40,0,8,8,0,0,1,0,0,0,0,1,2,0,0,0,0,0,1,4,0,0,7,7,180.82,6.3015
"CMP233","C22IN3O3",481.15817,0,22,0,3,3,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,4,4,61.26,4.9701
"CMP234","C38HIN9O6S2",870.50571,0,38,0,9,6,2,1,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,7,7,207.96,7.9393
"CMP235","C46ClN6O10",831.9794,0,46,1,6,10,0,0,0,0,0,0,0,1,2,0,0,0,2,1,1,2,0,0,8,5,203.47,6.2725
"CMP236","C44HClN6O10S",841.03094,0,44,1,6,10,1,1,0,0,0,0,0,1,1,0,0,0,2,1,0,3,0,0,8,4,211.85,7.5416
"CMP237","C46ClN7O10",845.9861,0,46,1,7,10,0,0,0,0,0,0,0,1,3,0,0,0,2,1,1,2,0,0,7,4,206.71,5.9655
"CMP238","C44HClN7O9S",839.03824,0,44,1,7,9,1,1,0,0,0,0,0,1,2,0,0,0,2,1,0,2,0,0,7,4,201.95,6.8614
"CMP239","C58ClN7O13S",1070.1777,0,58,1,7,13,1,0,0,0,0,0,0,1,1,0,1,0,2,2,0,3,0,0,10,4,288.33,9.0362
"CMP240","C31H4ClN4O11",643.83666,0,31,1,4,11,0,4,0,0,0,0,0,0,1,0,4,0,2,1,0,3,0,0,6,2,214,0.9274
"CMP241","C43ClN6O11",811.9467,0,43,1,6,11,0,0,0,0,0,0,0,1,2,0,0,0,2,1,1,3,0,0,7,4,212.7,5.1279
"CMP242","C25ClNO6",445.7236,0,25,1,1,6,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,2,1,0,4,1,93.14,3.7965
"CMP243","C41HClN7O9S2",835.07114,0,41,1,7,9,2,1,0,0,0,0,0,1,1,0,0,0,2,1,0,2,0,0,7,4,239.84,6.7657
"CMP244","C46N7O5S",762.6011,0,46,0,7,5,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,9,6,170.52,7.9847
"CMP245","C44HN7O5S2",771.65264,0,44,0,7,5,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,9,5,178.9,9.2538
"CMP246","C46N8O5S",776.6078,0,46,0,8,5,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,8,5,173.76,7.6777
"CMP247","C44HN8O4S2",769.65994,0,44,0,8,4,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,8,5,169,8.5736
"CMP248","C58N8O8S2",1000.7994,0,58,0,8,8,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,11,5,255.38,10.7484
"CMP249","C31H4N5O6S",574.45836,0,31,0,5,6,1,4,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,7,3,181.05,2.6396
"CMP250","C43N7O6S",742.5684,0,43,0,7,6,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,8,5,179.75,6.8401
"CMP251","C25N2OS",376.3453,0,25,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,2,60.19,5.5087
"CMP252","C41HN8O4S3",765.69284,0,41,0,8,4,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,5,206.89,8.4779
"CMP253","C46N8O7",776.5416,0,46,0,8,7,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,2,0,1,7,7,197.47,6.71138
"CMP254","C44HN8O7S",785.59314,0,44,0,8,7,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,1,7,6,205.85,7.98048
"CMP255","C46N9O7",790.5483,0,46,0,9,7,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,2,0,1,6,6,200.71,6.40438
"CMP256","C44HN9O6S",783.60044,0,44,0,9,6,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,2,0,1,6,6,195.95,7.30028
"CMP257","C58N9O10S",1014.7399,0,58,0,9,10,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,3,0,1,9,6,282.33,9.47508
"CMP258","C31H4N6O8",588.39886,0,31,0,6,8,0,4,0,0,0,0,0,2,0,0,4,0,0,0,0,3,0,1,5,4,208,1.36628
"CMP259","C43N8O8",756.5089,0,43,0,8,8,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,3,0,1,6,6,206.7,5.56678
"CMP260","C25N3O3",390.2858,0,25,0,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,1,1,3,3,87.14,4.23538
"CMP261","C41HN9O6S2",779.63334,0,41,0,9,6,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,6,6,233.84,7.20458
"CMP262","C31N6O4S2",584.4995,0,31,0,6,4,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,6,5,176.76,5.4976
"CMP263","C29HN6O4S3",593.55104,0,29,0,6,4,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,6,4,185.14,6.7667
"CMP264","C31N7O4S2",598.5062,0,31,0,7,4,2,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,5,4,180,5.1906
"CMP265","C29HN7O3S3",591.55834,0,29,0,7,3,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,4,175.24,6.0865
"CMP266","C43N7O7S3",822.6978,0,43,0,7,7,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,8,4,261.62,8.2613
"CMP267","C16H4N4O5S2",396.35676,0,16,0,4,5,2,4,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,4,2,187.29,0.1525
"CMP268","C28N6O5S2",564.4668,0,28,0,6,5,2,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,5,4,185.99,4.353
"CMP269","C10NS2",198.2437,0,10,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,66.43,3.0216
"CMP270","C26HN7O3S4",587.59124,0,26,0,7,3,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,4,213.13,5.9908
"CMP271","C43BrClN11O5",865.8878,0,43,1,11,5,0,0,0,0,1,0,0,2,3,0,0,0,0,0,1,1,0,0,8,7,176.74,7.0487
"CMP272","C41HBrClN11O5S",874.93934,0,41,1,11,5,1,1,0,0,1,0,0,2,2,0,0,0,0,0,0,2,0,0,8,6,185.12,8.3178
"CMP273","C43BrClN12O5",879.8945,0,43,1,12,5,0,0,0,0,1,0,0,2,4,0,0,0,0,0,1,1,0,0,7,6,179.98,6.7417
"CMP274","C41HBrClN12O4S",872.94664,0,41,1,12,4,1,1,0,0,1,0,0,2,3,0,0,0,0,0,0,1,0,0,7,6,175.22,7.6376
"CMP275","C55BrClN12O8S",1104.0861,0,55,1,12,8,1,0,0,0,1,0,0,2,2,0,1,0,0,1,0,2,0,0,10,6,261.6,9.8124
"CMP276","C28H4BrClN9O6",677.74506,0,28,1,9,6,0,4,0,0,1,0,0,1,2,0,4,0,0,0,0,2,0,0,6,4,187.27,1.7036
"CMP277","C40BrClN11O6",845.8551,0,40,1,11,6,0,0,0,0,1,0,0,2,3,0,0,0,0,0,1,2,0,0,7,6,185.97,5.9041
"CMP278","C22BrClN6O",479.632,0,22,1,6,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,1,1,0,4,3,66.41,4.5727
"CMP279","C38HBrClN12O4S2",868.97954,0,38,1,12,4,2,1,0,0,1,0,0,2,2,0,0,0,0,0,0,1,0,0,7,6,213.11,7.5419
"CMP280","C45ClN6O8",787.9699,0,45,1,6,8,0,0,0,0,0,0,0,2,1,0,0,0,1,0,2,1,0,0,8,6,174.96,6.8982
"CMP281","C43HClN6O8S",797.02144,0,43,1,6,8,1,1,0,0,0,0,0,2,0,0,0,0,1,0,1,2,0,0,8,5,183.34,8.1673
"CMP282","C45ClN7O8",801.9766,0,45,1,7,8,0,0,0,0,0,0,0,2,2,0,0,0,1,0,2,1,0,0,7,5,178.2,6.5912
"CMP283","C43HClN7O7S",795.02874,0,43,1,7,7,1,1,0,0,0,0,0,2,1,0,0,0,1,0,1,1,0,0,7,5,173.44,7.4871
"CMP284","C57ClN7O11S",1026.1682,0,57,1,7,11,1,0,0,0,0,0,0,2,0,0,1,0,1,1,1,2,0,0,10,5,259.82,9.6619
"CMP285","C30H4ClN4O9",599.82716,0,30,1,4,9,0,4,0,0,0,0,0,1,0,0,4,0,1,0,1,2,0,0,6,3,185.49,1.5531
"CMP286","C42ClN6O9",767.9372,0,42,1,6,9,0,0,0,0,0,0,0,2,1,0,0,0,1,0,2,2,0,0,7,5,184.19,5.7536
"CMP287","C24ClNO4",401.7141,0,24,1,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,4,2,64.63,4.4222
"CMP288","C40HClN7O7S2",791.06164,0,40,1,7,7,2,1,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,7,5,211.33,7.3914
"CMP289","C44N7O10",786.5117,0,44,0,7,10,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,2,0,0,7,6,204.5,5.2151
"CMP290","C42HN7O10S",795.56324,0,42,0,7,10,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,7,5,212.88,6.4842
"CMP291","C44N8O10",800.5184,0,44,0,8,10,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,2,0,0,6,5,207.74,4.9081
"CMP292","C42HN8O9S",793.57054,0,42,0,8,9,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,0,6,5,202.98,5.804
"CMP293","C56N8O13S",1024.71,0,56,0,8,13,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,3,0,0,9,5,289.36,7.9788
"CMP294","C29H4N5O11",598.36896,0,29,0,5,11,0,4,0,0,0,0,0,0,0,0,4,0,0,0,1,3,0,0,5,3,215.03,-0.13
"CMP295","C41N7O11",766.479,0,41,0,7,11,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,3,0,0,6,5,213.73,4.0705
"CMP296","C23N2O6",400.2559,0,23,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,3,2,94.17,2.7391
"CMP297","C39HN8O9S2",789.60344,0,39,0,8,9,2,1,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,6,5,240.87,5.7083
"CMP298","C45N6O8",752.5169,0,45,0,6,8,0,0,0,0,0,0,0,2,1,0,0,0,1,0,2,1,0,0,8,6,174.96,6.2448
"CMP299","C43HN6O8S",761.56844,0,43,0,6,8,1,1,0,0,0,0,0,2,0,0,0,0,1,0,1,2,0,0,8,5,183.34,7.5139
"CMP300","C45N7O8",766.5236,0,45,0,7,8,0,0,0,0,0,0,0,2,2,0,0,0,1,0,2,1,0,0,7,5,178.2,5.9378
"CMP301","C43HN7O7S",759.57574,0,43,0,7,7,1,1,0,0,0,0,0,2,1,0,0,0,1,0,1,1,0,0,7,5,173.44,6.8337
"CMP302","C57N7O11S",990.7152,0,57,0,7,11,1,0,0,0,0,0,0,2,0,0,1,0,1,1,1,2,0,0,10,5,259.82,9.0085
"CMP303","C30H4N4O9",564.37416,0,30,0,4,9,0,4,0,0,0,0,0,1,0,0,4,0,1,0,1,2,0,0,6,3,185.49,0.8997
"CMP304","C42N6O9",732.4842,0,42,0,6,9,0,0,0,0,0,0,0,2,1,0,0,0,1,0,2,2,0,0,7,5,184.19,5.1002
"CMP305","C24NO4",366.2611,0,24,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,4,2,64.63,3.7688
"CMP306","C40HN7O7S2",755.60864,0,40,0,7,7,2,1,0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,0,7,5,211.33,6.738
"CMP307","C39N7O5S",678.5262,0,39,0,7,5,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,7,6,170.52,5.8954
"CMP308","C37HN7O5S2",687.57774,0,37,0,7,5,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,7,5,178.9,7.1645
"CMP309","C39N8O5S",692.5329,0,39,0,8,5,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,6,5,173.76,5.5884
"CMP310","C37HN8O4S2",685.58504,0,37,0,8,4,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,6,5,169,6.4843
"CMP311","C51N8O8S2",916.7245,0,51,0,8,8,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,9,5,255.38,8.6591
"CMP312","C24H4N5O6S",490.38346,0,24,0,5,6,1,4,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,5,3,181.05,0.5503
"CMP313","C36N7O6S",658.4935,0,36,0,7,6,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,6,5,179.75,4.7508
"CMP314","C18N2OS",292.2704,0,18,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,2,60.19,3.4194
"CMP315","C34HN8O4S3",681.61794,0,34,0,8,4,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,5,206.89,6.3886
"CMP316","C30N5O6",526.3509,0,30,0,5,6,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,5,5,147.63,3.9608
"CMP317","C28HN5O6S",535.40244,0,28,0,5,6,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,5,4,156.01,5.2299
"CMP318","C30N6O6",540.3576,0,30,0,6,6,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,4,4,150.87,3.6538
"CMP319","C28HN6O5S",533.40974,0,28,0,6,5,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,4,4,146.11,4.5497
"CMP320","C42N6O9S",764.5492,0,42,0,6,9,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,0,0,7,4,232.49,6.7245
"CMP321","C15H4N3O7",338.20816,0,15,0,3,7,0,4,0,0,0,0,0,0,0,0,4,0,0,1,0,1,0,0,3,2,158.16,-1.3843
"CMP322","C27N5O7",506.3182,0,27,0,5,7,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,4,4,156.86,2.8162
"CMP323","C9O2",140.0951,0,9,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,37.3,1.3661
"CMP324","C25HN6O5S2",529.44264,0,25,0,6,5,2,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,4,4,184,4.454
"CMP325","C38N6O8",668.442,0,38,0,6,8,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,0,0,0,7,6,185.01,4.8264
"CMP326","C36HN6O8S",677.49354,0,36,0,6,8,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,7,5,193.39,6.0955
"CMP327","C38N7O8",682.4487,0,38,0,7,8,0,0,0,0,0,0,0,1,3,0,0,0,0,1,1,0,0,0,6,5,188.25,4.5194
"CMP328","C36HN7O7S",675.50084,0,36,0,7,7,1,1,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,6,5,183.49,5.4153
"CMP329","C50N7O11S",906.6403,0,50,0,7,11,1,0,0,0,0,0,0,1,1,0,1,0,0,2,0,1,0,0,9,5,269.87,7.5901
"CMP330","C23H4N4O9",480.29926,0,23,0,4,9,0,4,0,0,0,0,0,0,1,0,4,0,0,1,0,1,0,0,5,3,195.54,-0.5187
"CMP331","C35N6O9",648.4093,0,35,0,6,9,0,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,0,0,6,5,194.24,3.6818
"CMP332","C17NO4",282.1862,0,17,0,1,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,3,2,74.68,2.2317
"CMP333","C33HN7O7S2",671.53374,0,33,0,7,7,2,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,6,5,221.38,5.3196
"CMP334","C48N7O5S",786.6225,0,48,0,7,5,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,9,7,170.52,7.9179
"CMP335","C46HN7O5S2",795.67404,0,46,0,7,5,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,9,6,178.9,9.187
"CMP336","C48N8O5S",800.6292,0,48,0,8,5,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,8,6,173.76,7.6109
"CMP337","C46HN8O4S2",793.68134,0,46,0,8,4,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,8,6,169,8.5068
"CMP338","C60N8O8S2",1024.8208,0,60,0,8,8,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,11,6,255.38,10.6816
"CMP339","C33H4N5O6S",598.47976,0,33,0,5,6,1,4,0,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,7,4,181.05,2.5728
"CMP340","C45N7O6S",766.5898,0,45,0,7,6,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,8,6,179.75,6.7733
"CMP341","C27N2OS",400.3667,0,27,0,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,3,60.19,5.4419
"CMP342","C43HN8O4S3",789.71424,0,43,0,8,4,3,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,6,206.89,8.4111
"CMP343","C43N9O6",738.5168,0,43,0,9,6,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,8,7,177.03,5.5231
"CMP344","C41HN9O6S",747.56834,0,41,0,9,6,1,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,8,6,185.41,6.7922
"CMP345","C43N10O6",752.5235,0,43,0,10,6,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,7,6,180.27,5.2161
"CMP346","C41HN10O5S",745.57564,0,41,0,10,5,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,7,6,175.51,6.112
"CMP347","C55N10O9S",976.7151,0,55,0,10,9,1,0,0,0,0,0,0,1,2,0,1,0,0,1,0,1,0,0,10,6,261.89,8.2868
"CMP348","C28H4N7O7",550.37406,0,28,0,7,7,0,4,0,0,0,0,0,0,2,0,4,0,0,0,0,1,0,0,6,4,187.56,0.178
"CMP349","C40N9O7",718.4841,0,40,0,9,7,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,1,0,0,7,6,186.26,4.3785
"CMP350","C22N4O2",352.261,0,22,0,4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,4,3,66.7,3.0471
"CMP351","C38HN10O5S2",741.60854,0,38,0,10,5,2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,7,6,213.4,6.0163
"CMP352","C41FN7O7S",753.5448032,0,41,0,7,7,1,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,6,6,185.19,6.7616
