"","MF","MW","Ncharges","C","Cl","N","O","S","H","I","F","Br","Ge","RNH2","R2NH","R3N","ROPO3","ROH","RCHO","RCOR","RCOOH","RCOOR","ROR","RCCH","RCN","RINGS","AROMATIC","TPSA","logP"
"CMP33345","C34HN8O5S2",665.55234,0,34,0,8,5,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,6,208.66,5.9226
"CMP33346","C35FN8O5",631.4235032,0,35,0,8,5,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,6,6,157.25,4.5497
"CMP33347","C33HFN8O5S",640.4750432,0,33,0,8,5,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,6,5,165.63,5.8188
"CMP33348","C35FN9O5",645.4302032,0,35,0,9,5,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,5,5,160.49,4.2427
"CMP33349","C33HFN9O4S",638.4823432,0,33,0,9,4,1,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,5,155.73,5.1386
"CMP33350","C47FN9O8S",869.6218032,0,47,0,9,8,1,0,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,8,5,242.11,7.3134
"CMP33351","C20H4FN6O6",443.2807632,0,20,0,6,6,0,4,0,1,0,0,0,1,0,0,4,0,0,0,0,1,0,0,4,3,167.78,-0.7954
"CMP33352","C32FN8O6",611.3908032,0,32,0,8,6,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,1,0,0,5,5,166.48,3.4051
"CMP33353","C14FN3O",245.1677032,0,14,0,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,46.92,2.0737
"CMP33354","C30HFN9O4S2",634.5152432,0,30,0,9,4,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,5,193.62,5.0429
"CMP33355","C32ClN6O6",599.832,0,32,1,6,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,5,5,148.66,4.3351
"CMP33356","C30HClN6O6S",608.88354,0,30,1,6,6,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,5,4,157.04,5.6042
"CMP33357","C32ClN7O6",613.8387,0,32,1,7,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,4,4,151.9,4.0281
"CMP33358","C30HClN7O5S",606.89084,0,30,1,7,5,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,4,4,147.14,4.924
"CMP33359","C44ClN7O9S",838.0303,0,44,1,7,9,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,2,0,0,7,4,233.52,7.0988
"CMP33360","C17H4ClN4O7",411.68926,0,17,1,4,7,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,2,0,0,3,2,159.19,-1.01
"CMP33361","C29ClN6O7",579.7993,0,29,1,6,7,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,2,0,0,4,4,157.89,3.1905
"CMP33362","C11ClNO2",213.5762,0,11,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,38.33,1.8591
"CMP33363","C27HClN7O5S2",602.92374,0,27,1,7,5,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,4,4,185.03,4.8283
"CMP33364","C31ClN6O6",587.8213,0,31,1,6,6,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,0,5,5,159.66,4.2755
"CMP33365","C29HClN6O6S",596.87284,0,29,1,6,6,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,5,4,168.04,5.5446
"CMP33366","C31ClN7O6",601.828,0,31,1,7,6,0,0,0,0,0,0,0,2,2,0,1,0,0,0,1,0,0,0,4,4,162.9,3.9685
"CMP33367","C29HClN7O5S",594.88014,0,29,1,7,5,1,1,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,4,4,158.14,4.8644
"CMP33368","C43ClN7O9S",826.0196,0,43,1,7,9,1,0,0,0,0,0,0,2,0,0,2,0,0,1,0,1,0,0,7,4,244.52,7.0392
"CMP33369","C16H4ClN4O7",399.67856,0,16,1,4,7,0,4,0,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,3,2,170.19,-1.0696
"CMP33370","C28ClN6O7",567.7886,0,28,1,6,7,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,0,0,4,4,168.89,3.1309
"CMP33371","C10ClNO2",201.5655,0,10,1,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,49.33,1.7995
"CMP33372","C26HClN7O5S2",590.91304,0,26,1,7,5,2,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,4,4,196.03,4.7687
"CMP33373","C35FN7O5",617.4168032,0,35,0,7,5,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,0,0,6,5,152.32,4.9122
"CMP33374","C33HFN7O5S",626.4683432,0,33,0,7,5,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,6,4,160.7,6.1813
"CMP33375","C35FN8O5",631.4235032,0,35,0,8,5,0,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,5,4,155.56,4.6052
"CMP33376","C33HFN8O4S",624.4756432,0,33,0,8,4,1,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,4,150.8,5.5011
"CMP33377","C47FN8O8S",855.6151032,0,47,0,8,8,1,0,0,1,0,0,0,2,0,0,1,0,0,1,0,1,0,0,8,4,237.18,7.6759
"CMP33378","C20H4FN5O6",429.2740632,0,20,0,5,6,0,4,0,1,0,0,0,1,0,0,4,0,0,0,0,1,0,0,4,2,162.85,-0.4329
"CMP33379","C32FN7O6",597.3841032,0,32,0,7,6,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,1,0,0,5,4,161.55,3.7676
"CMP33380","C14FN2O",231.1610032,0,14,0,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,1,41.99,2.4362
"CMP33381","C30HFN8O4S2",620.5085432,0,30,0,8,4,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,4,188.69,5.4054
"CMP33382","C34N7O5",586.4077,0,34,0,7,5,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,6,6,155.22,4.7062
"CMP33383","C32HN7O5S",595.45924,0,32,0,7,5,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,6,5,163.6,5.9753
"CMP33384","C34N8O5",600.4144,0,34,0,8,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,5,5,158.46,4.3992
"CMP33385","C32HN8O4S",593.46654,0,32,0,8,4,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,5,5,153.7,5.2951
"CMP33386","C46N8O8S",824.606,0,46,0,8,8,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,8,5,240.08,7.4699
"CMP33387","C19H4N5O6",398.26496,0,19,0,5,6,0,4,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,4,3,165.75,-0.6389
"CMP33388","C31N7O6",566.375,0,31,0,7,6,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,5,5,164.45,3.5616
"CMP33389","C13N2O",200.1519,0,13,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,2,44.89,2.2302
"CMP33390","C29HN8O4S2",589.49944,0,29,0,8,4,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,191.59,5.1994
"CMP33391","C34N9O5",614.4211,0,34,0,9,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,6,6,170.14,3.9559
"CMP33392","C32HN9O5S",623.47264,0,32,0,9,5,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,6,5,178.52,5.225
"CMP33393","C34N10O5",628.4278,0,34,0,10,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,5,5,173.38,3.6489
"CMP33394","C32HN10O4S",621.47994,0,32,0,10,4,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,5,168.62,4.5448
"CMP33395","C46N10O8S",852.6194,0,46,0,10,8,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,8,5,255,6.7196
"CMP33396","C19H4N7O6",426.27836,0,19,0,7,6,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,4,3,180.67,-1.3892
"CMP33397","C31N9O6",594.3884,0,31,0,9,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,5,5,179.37,2.8113
"CMP33398","C13N4O",228.1653,0,13,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,59.81,1.3612
"CMP33399","C29HN10O4S2",617.51284,0,29,0,10,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,5,206.51,4.4491
"CMP33400","C36N8O5",624.4358,0,36,0,8,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,6,6,157.25,4.719
"CMP33401","C34HN8O5S",633.48734,0,34,0,8,5,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,6,5,165.63,5.9881
"CMP33402","C36N9O5",638.4425,0,36,0,9,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,5,5,160.49,4.412
"CMP33403","C34HN9O4S",631.49464,0,34,0,9,4,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,5,155.73,5.3079
"CMP33404","C48N9O8S",862.6341,0,48,0,9,8,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,8,5,242.11,7.4827
"CMP33405","C21H4N6O6",436.29306,0,21,0,6,6,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,4,3,167.78,-0.6261
"CMP33406","C33N8O6",604.4031,0,33,0,8,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,5,5,166.48,3.5744
"CMP33407","C15N3O",238.18,0,15,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,46.92,2.243
"CMP33408","C31HN9O4S2",627.52754,0,31,0,9,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,5,193.62,5.2122
"CMP33409","C37ClN8O5",671.8995,0,37,1,8,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,6,6,157.25,5.879
"CMP33410","C35HClN8O5S",680.95104,0,35,1,8,5,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,6,5,165.63,7.1481
"CMP33411","C37ClN9O5",685.9062,0,37,1,9,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,5,5,160.49,5.572
"CMP33412","C35HClN9O4S",678.95834,0,35,1,9,4,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,5,155.73,6.4679
"CMP33413","C49ClN9O8S",910.0978,0,49,1,9,8,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,8,5,242.11,8.6427
"CMP33414","C22H4ClN6O6",483.75676,0,22,1,6,6,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,4,3,167.78,0.5339
"CMP33415","C34ClN8O6",651.8668,0,34,1,8,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,5,5,166.48,4.7344
"CMP33416","C16ClN3O",285.6437,0,16,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,46.92,3.403
"CMP33417","C32HClN9O4S2",674.99124,0,32,1,9,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,5,193.62,6.3722
"CMP33418","C38N7O5S2",698.5805,0,38,0,7,5,2,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,7,7,205.86,6.6761
"CMP33419","C36HN7O5S3",707.63204,0,36,0,7,5,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,7,6,214.24,7.9452
"CMP33420","C38N8O5S2",712.5872,0,38,0,8,5,2,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,6,6,209.1,6.3691
"CMP33421","C36HN8O4S3",705.63934,0,36,0,8,4,3,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,6,6,204.34,7.265
"CMP33422","C50N8O8S3",936.7788,0,50,0,8,8,3,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,9,6,290.72,9.4398
"CMP33423","C23H4N5O6S2",510.43776,0,23,0,5,6,2,4,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,5,4,216.39,1.331
"CMP33424","C35N7O6S2",678.5478,0,35,0,7,6,2,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,6,6,215.09,5.5315
"CMP33425","C17N2OS2",312.3247,0,17,0,2,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,95.53,4.0814
"CMP33426","C33HN8O4S4",701.67224,0,33,0,8,4,4,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,6,242.23,7.1693
"CMP33427","C31N6O5",536.3689,0,31,0,6,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,5,4,139.43,3.959
"CMP33428","C29HN6O5S",545.42044,0,29,0,6,5,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,5,3,147.81,5.2281
"CMP33429","C31N7O5",550.3756,0,31,0,7,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,4,3,142.67,3.652
"CMP33430","C29HN7O4S",543.42774,0,29,0,7,4,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,4,3,137.91,4.5479
"CMP33431","C43N7O8S",774.5672,0,43,0,7,8,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,7,3,224.29,6.7227
"CMP33432","C16H4N4O6",348.22616,0,16,0,4,6,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,3,1,149.96,-1.3861
"CMP33433","C28N6O6",516.3362,0,28,0,6,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,4,3,148.66,2.8144
"CMP33434","C10NO",150.1131,0,10,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,29.1,1.483
"CMP33435","C26HN7O4S2",539.46064,0,26,0,7,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,3,175.8,4.4522
"CMP33436","C35N7O7",630.4172,0,35,0,7,7,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,6,5,168.97,3.4818
"CMP33437","C33HN7O7S",639.46874,0,33,0,7,7,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,2,0,0,6,4,177.35,4.7509
"CMP33438","C35N8O7",644.4239,0,35,0,8,7,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,1,0,0,5,4,172.21,3.1748
"CMP33439","C33HN8O6S",637.47604,0,33,0,8,6,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,1,0,0,5,4,167.45,4.0707
"CMP33440","C47N8O10S",868.6155,0,47,0,8,10,1,0,0,0,0,0,0,2,1,0,1,0,0,1,0,2,0,0,8,4,253.83,6.2455
"CMP33441","C20H4N5O8",442.27446,0,20,0,5,8,0,4,0,0,0,0,0,1,1,0,4,0,0,0,0,2,0,0,4,2,179.5,-1.8633
"CMP33442","C32N7O8",610.3845,0,32,0,7,8,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,2,0,0,5,4,178.2,2.3372
"CMP33443","C14N2O3",244.1614,0,14,0,2,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,2,1,58.64,1.0058
"CMP33444","C30HN8O6S2",633.50894,0,30,0,8,6,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,5,4,205.34,3.975
"CMP33445","C36N6O5S",628.4874,0,36,0,6,5,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,6,6,167.67,5.9684
"CMP33446","C34HN6O5S2",637.53894,0,34,0,6,5,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,6,5,176.05,7.2375
"CMP33447","C36N7O5S",642.4941,0,36,0,7,5,1,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,5,5,170.91,5.6614
"CMP33448","C34HN7O4S2",635.54624,0,34,0,7,4,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,5,166.15,6.5573
"CMP33449","C48N7O8S2",866.6857,0,48,0,7,8,2,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,8,5,252.53,8.7321
"CMP33450","C21H4N4O6S",440.34466,0,21,0,4,6,1,4,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,4,3,178.2,0.6233
"CMP33451","C33N6O6S",608.4547,0,33,0,6,6,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,5,5,176.9,4.8238
"CMP33452","C15NOS",242.2316,0,15,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,57.34,3.3737
"CMP33453","C31HN7O4S3",631.57914,0,31,0,7,4,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,5,204.04,6.4616
"CMP33454","C39N6O5",632.4545,0,39,0,6,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,6,6,139.43,6.2519
"CMP33455","C37HN6O5S",641.50604,0,37,0,6,5,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,6,5,147.81,7.521
"CMP33456","C39N7O5",646.4612,0,39,0,7,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,5,5,142.67,5.9449
"CMP33457","C37HN7O4S",639.51334,0,37,0,7,4,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,5,5,137.91,6.8408
"CMP33458","C51N7O8S",870.6528,0,51,0,7,8,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,8,5,224.29,9.0156
"CMP33459","C24H4N4O6",444.31176,0,24,0,4,6,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,4,3,149.96,0.9068
"CMP33460","C36N6O6",612.4218,0,36,0,6,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,5,5,148.66,5.1073
"CMP33461","C18NO",246.1987,0,18,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,2,29.1,3.6572
"CMP33462","C34HN7O4S2",635.54624,0,34,0,7,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,5,175.8,6.7451
"CMP33463","C32N8O5",576.393,0,32,0,8,5,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,6,6,168.11,3.7928
"CMP33464","C30HN8O5S",585.44454,0,30,0,8,5,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,6,5,176.49,5.0619
"CMP33465","C32N9O5",590.3997,0,32,0,9,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,5,5,171.35,3.4858
"CMP33466","C30HN9O4S",583.45184,0,30,0,9,4,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,5,5,166.59,4.3817
"CMP33467","C44N9O8S",814.5913,0,44,0,9,8,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,8,5,252.97,6.5565
"CMP33468","C17H4N6O6",388.25026,0,17,0,6,6,0,4,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,4,3,178.64,-1.5523
"CMP33469","C29N8O6",556.3603,0,29,0,8,6,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,5,5,177.34,2.6482
"CMP33470","C11N3O",190.1372,0,11,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,2,57.78,1.3168
"CMP33471","C27HN9O4S2",579.48474,0,27,0,9,4,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,204.48,4.286
"CMP33472","C34N7O5",586.4077,0,34,0,7,5,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,6,6,155.22,4.3267
"CMP33473","C32HN7O5S",595.45924,0,32,0,7,5,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,6,5,163.6,5.5958
"CMP33474","C34N8O5",600.4144,0,34,0,8,5,0,0,0,0,0,0,0,3,2,0,0,0,0,0,1,0,0,0,5,5,158.46,4.0197
"CMP33475","C32HN8O4S",593.46654,0,32,0,8,4,1,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,5,5,153.7,4.9156
"CMP33476","C46N8O8S",824.606,0,46,0,8,8,1,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,0,0,8,5,240.08,7.0904
"CMP33477","C19H4N5O6",398.26496,0,19,0,5,6,0,4,0,0,0,0,0,2,0,0,4,0,0,0,0,1,0,0,4,3,165.75,-1.0184
"CMP33478","C31N7O6",566.375,0,31,0,7,6,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,1,0,0,5,5,164.45,3.1821
"CMP33479","C13N2O",200.1519,0,13,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,2,2,44.89,1.8507
"CMP33480","C29HN8O4S2",589.49944,0,29,0,8,4,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,191.59,4.8199
"CMP33481","C31N9O6",594.3884,0,31,0,9,6,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,6,6,172.15,1.391
"CMP33482","C29HN9O6S",603.43994,0,29,0,9,6,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,6,5,180.53,2.6601
"CMP33483","C31N10O6",608.3951,0,31,0,10,6,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,5,5,175.39,1.084
"CMP33484","C29HN10O5S",601.44724,0,29,0,10,5,1,1,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,5,5,170.63,1.9799
"CMP33485","C43N10O9S",832.5867,0,43,0,10,9,1,0,0,0,0,0,0,1,3,0,1,0,0,1,0,1,0,0,8,5,257.01,4.1547
"CMP33486","C16H4N7O7",406.24566,0,16,0,7,7,0,4,0,0,0,0,0,0,3,0,4,0,0,0,0,1,0,0,4,3,182.68,-3.9541
"CMP33487","C28N9O7",574.3557,0,28,0,9,7,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,1,0,0,5,5,181.38,0.2464
"CMP33488","C10N4O2",208.1326,0,10,0,4,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,2,61.82,-0.9331
"CMP33489","C26HN10O5S2",597.48014,0,26,0,10,5,2,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,5,5,208.52,1.8842
"CMP33490","C38F3N8O6",721.4518096,0,38,0,8,6,0,0,0,3,0,0,0,2,1,0,0,0,1,0,1,0,0,0,6,6,174.32,5.3069
"CMP33491","C36HF3N8O6S",730.5033496,0,36,0,8,6,1,1,0,3,0,0,0,2,0,0,0,0,1,0,0,1,0,0,6,5,182.7,6.576
"CMP33492","C38F3N9O6",735.4585096,0,38,0,9,6,0,0,0,3,0,0,0,2,2,0,0,0,1,0,1,0,0,0,5,5,177.56,4.9999
"CMP33493","C36HF3N9O5S",728.5106496,0,36,0,9,5,1,1,0,3,0,0,0,2,1,0,0,0,1,0,0,0,0,0,5,5,172.8,5.8958
"CMP33494","C50F3N9O9S",959.6501096,0,50,0,9,9,1,0,0,3,0,0,0,2,0,0,1,0,1,1,0,1,0,0,8,5,259.18,8.0706
"CMP33495","C23H4F3N6O7",533.3090696,0,23,0,6,7,0,4,0,3,0,0,0,1,0,0,4,0,1,0,0,1,0,0,4,3,184.85,-0.0382
"CMP33496","C35F3N8O7",701.4191096,0,35,0,8,7,0,0,0,3,0,0,0,2,1,0,0,0,1,0,1,1,0,0,5,5,183.55,4.1623
"CMP33497","C17F3N3O2",335.1960096,0,17,0,3,2,0,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,2,63.99,2.8309
"CMP33498","C33HF3N9O5S2",724.5435496,0,33,0,9,5,2,1,0,3,0,0,0,2,0,0,0,0,1,0,0,0,0,0,5,5,210.69,5.8001
"CMP33499","C38N9O5",662.4639,0,38,0,9,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,7,7,170.14,5.178
"CMP33500","C36HN9O5S",671.51544,0,36,0,9,5,1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,7,6,178.52,6.4471
"CMP33501","C38N10O5",676.4706,0,38,0,10,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,6,6,173.38,4.871
"CMP33502","C36HN10O4S",669.52274,0,36,0,10,4,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,6,6,168.62,5.7669
"CMP33503","C50N10O8S",900.6622,0,50,0,10,8,1,0,0,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,9,6,255,7.9417
"CMP33504","C23H4N7O6",474.32116,0,23,0,7,6,0,4,0,0,0,0,0,1,0,0,4,0,0,0,0,1,0,0,5,4,180.67,-0.1671
"CMP33505","C35N9O6",642.4312,0,35,0,9,6,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,1,0,0,6,6,179.37,4.0334
"CMP33506","C17N4O",276.2081,0,17,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,3,3,59.81,2.5833
"CMP33507","C33HN10O4S2",665.55564,0,33,0,10,4,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,6,206.51,5.6712
"CMP33508","C38N9O5",662.4639,0,38,0,9,5,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,0,7,7,170.14,5.1686
"CMP33509","C36HN9O5S",671.51544,0,36,0,9,5,1,1,0,0,0,0,0,2,1,0,0,0,0,0,0,1,0,0,7,6,178.52,6.4377
"CMP33510","C38N10O5",676.4706,0,38,0,10,5,0,0,0,0,0,0,0,2,3,0,0,0,0,0,1,0,0,0,6,6,173.38,4.8616
"CMP33511","C36HN10O4S",669.52274,0,36,0,10,4,1,1,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,6,6,168.62,5.7575
"CMP33512","C50N10O8S",900.6622,0,50,0,10,8,1,0,0,0,0,0,0,2,1,0,1,0,0,1,0,1,0,0,9,6,255,7.9323
"CMP33513","C23H4N7O6",474.32116,0,23,0,7,6,0,4,0,0,0,0,0,1,1,0,4,0,0,0,0,1,0,0,5,4,180.67,-0.1765
"CMP33514","C35N9O6",642.4312,0,35,0,9,6,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,1,0,0,6,6,179.37,4.024
"CMP33515","C17N4O",276.2081,0,17,0,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,3,59.81,2.5739
"CMP33516","C33HN10O4S2",665.55564,0,33,0,10,4,2,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,6,6,206.51,5.6618
"CMP33517","C37N6O7S",672.4969,0,37,0,6,7,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,6,6,181.95,6.0722
"CMP33518","C35HN6O7S2",681.54844,0,35,0,6,7,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,6,5,190.33,7.3413
